Reporter Countries;Partner Countries;Element;Y2017
Saudi Arabia;Nepal;Import Quantity;48.0
Saudi Arabia;Netherlands;Export Quantity;65095.0
Saudi Arabia;Netherlands;Import Quantity;266234.0
Saudi Arabia;New Zealand;Export Quantity;46.0
Saudi Arabia;New Zealand;Import Quantity;94538.0
Saudi Arabia;Nicaragua;Export Quantity;309.0
Saudi Arabia;Nicaragua;Import Quantity;1.0
Saudi Arabia;North Macedonia;Import Quantity;62.0
Saudi Arabia;Norway;Export Quantity;135.0
Saudi Arabia;Norway;Import Quantity;393.0
Saudi Arabia;Oman;Export Quantity;161462.0
Saudi Arabia;Oman;Import Quantity;106685.0
Saudi Arabia;Pakistan;Export Quantity;10227.0
Saudi Arabia;Pakistan;Import Quantity;356473.0
Saudi Arabia;Paraguay;Import Quantity;99191.0
Saudi Arabia;Peru;Import Quantity;2643.0
Saudi Arabia;Philippines;Export Quantity;48.0
Saudi Arabia;Philippines;Import Quantity;125549.0
Saudi Arabia;Poland;Export Quantity;0.0
Saudi Arabia;Poland;Import Quantity;480316.0
Saudi Arabia;Portugal;Export Quantity;36.0
Saudi Arabia;Portugal;Import Quantity;27246.0
Saudi Arabia;Republic of Korea;Export Quantity;226.0
Saudi Arabia;Republic of Korea;Import Quantity;4321.0
Saudi Arabia;Republic of Moldova;Export Quantity;12.0
Saudi Arabia;Republic of Moldova;Import Quantity;7.0
Saudi Arabia;Romania;Export Quantity;120.0
Saudi Arabia;Romania;Import Quantity;669981.0
Saudi Arabia;Russian Federation;Export Quantity;455.0
Saudi Arabia;Russian Federation;Import Quantity;1716893.0
Saudi Arabia;Saint Lucia;Export Quantity;0.0
Saudi Arabia;Saint Lucia;Import Quantity;0.0
Saudi Arabia;Saint Vincent and the Grenadines;Export Quantity;6.0
Saudi Arabia;Sao Tome and Principe;Export Quantity;66.0
Saudi Arabia;Senegal;Export Quantity;3293.0
Saudi Arabia;Senegal;Import Quantity;1.0
Saudi Arabia;Serbia;Export Quantity;0.0
Saudi Arabia;Serbia;Import Quantity;248.0
Saudi Arabia;Seychelles;Export Quantity;30.0
Saudi Arabia;Singapore;Export Quantity;629.0
Saudi Arabia;Singapore;Import Quantity;10687.0
Saudi Arabia;Slovakia;Export Quantity;0.0
Saudi Arabia;Slovakia;Import Quantity;984.0
Saudi Arabia;Slovenia;Export Quantity;21.0
Saudi Arabia;Slovenia;Import Quantity;371.0
Saudi Arabia;South Africa;Export Quantity;4611.0
Saudi Arabia;South Africa;Import Quantity;178261.0
Saudi Arabia;Spain;Export Quantity;5691.0
Saudi Arabia;Spain;Import Quantity;258412.0
Saudi Arabia;Sri Lanka;Export Quantity;2697.0
Saudi Arabia;Sri Lanka;Import Quantity;17132.0
Saudi Arabia;Sweden;Export Quantity;1228.0
Saudi Arabia;Sweden;Import Quantity;3571.0
Saudi Arabia;Switzerland;Export Quantity;143.0
Saudi Arabia;Switzerland;Import Quantity;14789.0
Saudi Arabia;Thailand;Export Quantity;39.0
Saudi Arabia;Thailand;Import Quantity;193109.0
Saudi Arabia;Togo;Export Quantity;37.0
Saudi Arabia;Togo;Import Quantity;10620.0
Saudi Arabia;Tunisia;Export Quantity;2082.0
Saudi Arabia;Tunisia;Import Quantity;3129.0
Saudi Arabia;Turkey;Export Quantity;8871.0
Saudi Arabia;Turkey;Import Quantity;448753.0
Saudi Arabia;Uganda;Export Quantity;12217.0
Saudi Arabia;Uganda;Import Quantity;87.0
Saudi Arabia;Ukraine;Export Quantity;0.0
Saudi Arabia;Ukraine;Import Quantity;2187424.0
Saudi Arabia;United Kingdom;Export Quantity;10281.0
Saudi Arabia;United Kingdom;Import Quantity;56615.0
Saudi Arabia;United Republic of Tanzania;Export Quantity;4202.0
Saudi Arabia;United Republic of Tanzania;Import Quantity;2026.0
Saudi Arabia;United States of America;Export Quantity;2755.0
Saudi Arabia;United States of America;Import Quantity;3300882.0
Saudi Arabia;Uruguay;Import Quantity;6185.0
Saudi Arabia;Viet Nam;Export Quantity;32568.0
Saudi Arabia;Viet Nam;Import Quantity;100554.0
Saudi Arabia;Zambia;Export Quantity;61.0
Saudi Arabia;Zambia;Import Quantity;0.0
Saudi Arabia;Zimbabwe;Export Quantity;0.0
Saudi Arabia;Zimbabwe;Import Quantity;39.0
Senegal;Afghanistan;Import Quantity;11.0
Senegal;Albania;Export Quantity;0.0
Senegal;Albania;Import Quantity;1014.0
Senegal;Algeria;Export Quantity;0.0
Senegal;Algeria;Import Quantity;1487.0
Senegal;Angola;Export Quantity;151.0
Senegal;Antigua and Barbuda;Export Quantity;0.0
Senegal;Antigua and Barbuda;Import Quantity;17878.0
Senegal;Argentina;Import Quantity;381903.0
Senegal;Australia;Export Quantity;38.0
Senegal;Australia;Import Quantity;171.0
Senegal;Austria;Export Quantity;32.0
Senegal;Austria;Import Quantity;356.0
Senegal;Azerbaijan;Import Quantity;91.0
Senegal;Bahamas;Export Quantity;25.0
Senegal;Bahamas;Import Quantity;553.0
Senegal;Bangladesh;Export Quantity;5778.0
Senegal;Belgium;Export Quantity;1063.0
Senegal;Belgium;Import Quantity;27809.0
Senegal;Benin;Export Quantity;686.0
Senegal;Benin;Import Quantity;752.0
Senegal;Bosnia and Herzegovina;Import Quantity;102.0
Senegal;Brazil;Export Quantity;17.0
Senegal;Brazil;Import Quantity;360095.0
Senegal;Brunei Darussalam;Import Quantity;3.0
Senegal;Bulgaria;Export Quantity;8.0
Senegal;Bulgaria;Import Quantity;294.0
Senegal;Burkina Faso;Export Quantity;12630.0
Senegal;Burkina Faso;Import Quantity;88.0
Senegal;Burundi;Export Quantity;3.0
Senegal;Cabo Verde;Export Quantity;151.0
Senegal;Cambodia;Import Quantity;1400.0
Senegal;Cameroon;Export Quantity;278.0
Senegal;Cameroon;Import Quantity;0.0
Senegal;Canada;Export Quantity;141.0
Senegal;Canada;Import Quantity;23127.0
Senegal;Central African Republic;Export Quantity;838.0
Senegal;Chad;Export Quantity;1532.0
Senegal;Chile;Import Quantity;56.0
Senegal;China, Hong Kong SAR;Export Quantity;951.0
Senegal;China, Hong Kong SAR;Import Quantity;118.0
Senegal;China, Taiwan Province of;Export Quantity;139.0
Senegal;China, Taiwan Province of;Import Quantity;10.0
Senegal;China, mainland;Export Quantity;69920.0
Senegal;China, mainland;Import Quantity;96835.0
Senegal;Colombia;Import Quantity;2.0
Senegal;Congo;Export Quantity;5829.0
Senegal;Cuba;Import Quantity;1.0
Senegal;Cyprus;Import Quantity;40.0
Senegal;Czechia;Import Quantity;1000.0
Senegal;Côte d'Ivoire;Export Quantity;5604.0
Senegal;Côte d'Ivoire;Import Quantity;55774.0
Senegal;Democratic People's Republic of Korea;Import Quantity;17.0
Senegal;Democratic Republic of the Congo;Export Quantity;10.0
Senegal;Democratic Republic of the Congo;Import Quantity;5535.0
Senegal;Denmark;Import Quantity;1329.0
Senegal;Djibouti;Import Quantity;0.0
Senegal;Dominican Republic;Import Quantity;0.0
Senegal;Ecuador;Import Quantity;13.0
Senegal;Egypt;Export Quantity;4.0
Senegal;Egypt;Import Quantity;5133.0
Senegal;Equatorial Guinea;Export Quantity;61.0
Senegal;Ethiopia;Export Quantity;94.0
Senegal;Ethiopia;Import Quantity;0.0
Senegal;France;Export Quantity;14475.0
Senegal;France;Import Quantity;248846.0
Senegal;Gabon;Export Quantity;312.0
Senegal;Gabon;Import Quantity;234.0
Senegal;Gambia;Export Quantity;19818.0
Senegal;Gambia;Import Quantity;299.0
Senegal;Georgia;Export Quantity;14.0
Senegal;Germany;Export Quantity;2108.0
Senegal;Germany;Import Quantity;13319.0
Senegal;Ghana;Export Quantity;5205.0
Senegal;Ghana;Import Quantity;62819.0
Senegal;Gibraltar;Import Quantity;8.0
Senegal;Greece;Export Quantity;0.0
Senegal;Greece;Import Quantity;1331.0
Senegal;Guatemala;Import Quantity;35150.0
Senegal;Guinea;Export Quantity;13273.0
Senegal;Guinea;Import Quantity;8248.0
Senegal;Guinea-Bissau;Export Quantity;21554.0
Senegal;Honduras;Import Quantity;21.0
Senegal;Hungary;Export Quantity;6.0
Senegal;Iceland;Export Quantity;0.0
Senegal;Iceland;Import Quantity;1.0
Senegal;India;Export Quantity;2149.0
Senegal;India;Import Quantity;1306157.0
Senegal;Indonesia;Export Quantity;749.0
Senegal;Indonesia;Import Quantity;22252.0
Senegal;Iran (Islamic Republic of);Export Quantity;25.0
Senegal;Iran (Islamic Republic of);Import Quantity;3835.0
Senegal;Ireland;Export Quantity;0.0
Senegal;Ireland;Import Quantity;268.0
Senegal;Italy;Export Quantity;10493.0
Senegal;Italy;Import Quantity;8768.0
Senegal;Jamaica;Import Quantity;0.0
Senegal;Japan;Export Quantity;230.0
Senegal;Japan;Import Quantity;167.0
Senegal;Jordan;Import Quantity;329.0
Senegal;Kazakhstan;Export Quantity;0.0
Senegal;Kenya;Import Quantity;64.0
Senegal;Kuwait;Import Quantity;7.0
Senegal;Lebanon;Export Quantity;972.0
Senegal;Lebanon;Import Quantity;207.0
Senegal;Liberia;Export Quantity;358.0
Senegal;Libya;Export Quantity;5.0
Senegal;Lithuania;Import Quantity;79.0
Senegal;Madagascar;Import Quantity;1.0
Senegal;Malawi;Import Quantity;63.0
Senegal;Malaysia;Export Quantity;1.0
Senegal;Malaysia;Import Quantity;80050.0
Senegal;Mali;Export Quantity;208565.0
Senegal;Mali;Import Quantity;5820.0
Senegal;Malta;Import Quantity;666.0
Senegal;Mauritania;Export Quantity;10472.0
Senegal;Mauritania;Import Quantity;404.0
Senegal;Mauritius;Import Quantity;27.0
Senegal;Mexico;Import Quantity;59.0
Senegal;Morocco;Export Quantity;787.0
Senegal;Morocco;Import Quantity;19998.0
Senegal;Mozambique;Import Quantity;259.0
Senegal;Myanmar;Import Quantity;19000.0
Senegal;Namibia;Export Quantity;60.0
Senegal;Namibia;Import Quantity;410.0
Senegal;Nepal;Export Quantity;0.0
Senegal;Netherlands;Export Quantity;29937.0
Senegal;Netherlands;Import Quantity;250865.0
Senegal;New Zealand;Import Quantity;1958.0
Senegal;Nicaragua;Import Quantity;21500.0
Senegal;Niger;Export Quantity;5867.0
Senegal;Niger;Import Quantity;103.0
Senegal;Nigeria;Export Quantity;2240.0
Senegal;Nigeria;Import Quantity;11162.0
Senegal;Norway;Import Quantity;48.0
Senegal;Oman;Import Quantity;28.0
Senegal;Pakistan;Export Quantity;255.0
Senegal;Pakistan;Import Quantity;37249.0
Senegal;Panama;Import Quantity;290.0
Senegal;Papua New Guinea;Export Quantity;0.0
Senegal;Papua New Guinea;Import Quantity;26.0
Senegal;Paraguay;Import Quantity;51412.0
Senegal;Poland;Export Quantity;123.0
Senegal;Poland;Import Quantity;14820.0
Senegal;Portugal;Export Quantity;306.0
Senegal;Portugal;Import Quantity;2611.0
Senegal;Republic of Korea;Export Quantity;0.0
Senegal;Republic of Korea;Import Quantity;301.0
Senegal;Romania;Import Quantity;1.0
Senegal;Russian Federation;Export Quantity;0.0
Senegal;Russian Federation;Import Quantity;255878.0
Senegal;Saint Pierre and Miquelon;Export Quantity;70.0
Senegal;Saudi Arabia;Export Quantity;1.0
Senegal;Saudi Arabia;Import Quantity;3293.0
Senegal;Sierra Leone;Export Quantity;2782.0
Senegal;Sierra Leone;Import Quantity;37.0
Senegal;Singapore;Export Quantity;115.0
Senegal;Singapore;Import Quantity;3639.0
Senegal;Slovakia;Import Quantity;78.0
Senegal;Slovenia;Export Quantity;2.0
Senegal;Slovenia;Import Quantity;500.0
Senegal;South Africa;Export Quantity;13.0
Senegal;South Africa;Import Quantity;14650.0
Senegal;Spain;Export Quantity;23630.0
Senegal;Spain;Import Quantity;27679.0
Senegal;Sri Lanka;Import Quantity;15.0
Senegal;Suriname;Import Quantity;28.0
Senegal;Sweden;Export Quantity;2000.0
Senegal;Sweden;Import Quantity;359.0
Senegal;Switzerland;Export Quantity;4691.0
Senegal;Switzerland;Import Quantity;873.0
Senegal;Syrian Arab Republic;Import Quantity;1.0
Senegal;Thailand;Import Quantity;574035.0
Senegal;Timor-Leste;Import Quantity;8.0
Senegal;Togo;Export Quantity;316.0
Senegal;Togo;Import Quantity;13328.0
Senegal;Tunisia;Export Quantity;69.0
Senegal;Tunisia;Import Quantity;33739.0
Senegal;Turkey;Export Quantity;278.0
Senegal;Turkey;Import Quantity;80213.0
Senegal;Uganda;Export Quantity;35.0
Senegal;Uganda;Import Quantity;48.0
Senegal;Ukraine;Export Quantity;19.0
Senegal;Ukraine;Import Quantity;101001.0
Senegal;United Arab Emirates;Export Quantity;757.0
Senegal;United Arab Emirates;Import Quantity;23708.0
Senegal;United Kingdom;Export Quantity;38254.0
Senegal;United Kingdom;Import Quantity;1000.0
Senegal;United Republic of Tanzania;Export Quantity;9.0
Senegal;United Republic of Tanzania;Import Quantity;122.0
Senegal;United States of America;Export Quantity;260.0
Senegal;United States of America;Import Quantity;90073.0
Senegal;Unspecified Area;Export Quantity;1187.0
Senegal;Unspecified Area;Import Quantity;5913.0
Senegal;Uruguay;Import Quantity;38584.0
Senegal;Venezuela (Bolivarian Republic of);Export Quantity;22.0
Senegal;Viet Nam;Export Quantity;564.0
Senegal;Viet Nam;Import Quantity;27324.0
Senegal;Zambia;Export Quantity;25.0
Senegal;Zimbabwe;Import Quantity;0.0
Serbia;Afghanistan;Export Quantity;26.0
Serbia;Albania;Export Quantity;169347.0
Serbia;Albania;Import Quantity;29221.0
Serbia;Algeria;Export Quantity;2099.0
Serbia;Algeria;Import Quantity;3.0
Serbia;Angola;Export Quantity;198.0
Serbia;Antigua and Barbuda;Import Quantity;1.0
Serbia;Argentina;Export Quantity;21.0
Serbia;Argentina;Import Quantity;9563.0
Serbia;Armenia;Export Quantity;123.0
Serbia;Australia;Export Quantity;2264.0
Serbia;Australia;Import Quantity;59.0
Serbia;Austria;Export Quantity;71905.0
Serbia;Austria;Import Quantity;19633.0
Serbia;Azerbaijan;Export Quantity;159.0
Serbia;Bahamas;Import Quantity;0.0
Serbia;Bahrain;Export Quantity;81.0
Serbia;Bahrain;Import Quantity;0.0
Serbia;Bangladesh;Export Quantity;42.0
Serbia;Bangladesh;Import Quantity;22.0
Serbia;Barbados;Import Quantity;2.0
Serbia;Belarus;Export Quantity;8007.0
Serbia;Belarus;Import Quantity;2540.0
Serbia;Belgium;Export Quantity;22500.0
Serbia;Belgium;Import Quantity;11485.0
Serbia;Bolivia (Plurinational State of);Import Quantity;31.0
Serbia;Bosnia and Herzegovina;Export Quantity;958461.0
Serbia;Bosnia and Herzegovina;Import Quantity;59442.0
Serbia;Brazil;Export Quantity;56.0
Serbia;Brazil;Import Quantity;22535.0
Serbia;Bulgaria;Export Quantity;323515.0
Serbia;Bulgaria;Import Quantity;44634.0
Serbia;Burkina Faso;Import Quantity;0.0
Serbia;Burundi;Import Quantity;108.0
Serbia;Cambodia;Export Quantity;144.0
Serbia;Cameroon;Export Quantity;47.0
Serbia;Cameroon;Import Quantity;18.0
Serbia;Canada;Export Quantity;3595.0
Serbia;Canada;Import Quantity;947.0
Serbia;Central African Republic;Import Quantity;20.0
Serbia;Chad;Import Quantity;27.0
Serbia;Chile;Export Quantity;148.0
Serbia;Chile;Import Quantity;357.0
Serbia;China, Hong Kong SAR;Export Quantity;6628.0
Serbia;China, Hong Kong SAR;Import Quantity;803.0
Serbia;China, Taiwan Province of;Export Quantity;572.0
Serbia;China, Taiwan Province of;Import Quantity;6.0
Serbia;China, mainland;Export Quantity;2071.0
Serbia;China, mainland;Import Quantity;8523.0
Serbia;Colombia;Export Quantity;121.0
Serbia;Colombia;Import Quantity;16721.0
Serbia;Comoros;Import Quantity;2.0
Serbia;Congo;Export Quantity;47.0
Serbia;Congo;Import Quantity;0.0
Serbia;Costa Rica;Import Quantity;13593.0
Serbia;Croatia;Export Quantity;207414.0
Serbia;Croatia;Import Quantity;91582.0
Serbia;Cuba;Import Quantity;3.0
Serbia;Cyprus;Export Quantity;17923.0
Serbia;Cyprus;Import Quantity;887.0
Serbia;Czechia;Export Quantity;12684.0
Serbia;Czechia;Import Quantity;10784.0
Serbia;Côte d'Ivoire;Export Quantity;409.0
Serbia;Côte d'Ivoire;Import Quantity;6322.0
Serbia;Democratic People's Republic of Korea;Import Quantity;0.0
Serbia;Democratic Republic of the Congo;Export Quantity;26.0
Serbia;Denmark;Export Quantity;1332.0
Serbia;Denmark;Import Quantity;2720.0
Serbia;Dominican Republic;Import Quantity;16.0
Serbia;Ecuador;Import Quantity;24269.0
Serbia;Egypt;Export Quantity;1920.0
Serbia;Egypt;Import Quantity;4366.0
Serbia;El Salvador;Import Quantity;1.0
Serbia;Equatorial Guinea;Export Quantity;58.0
Serbia;Estonia;Export Quantity;277.0
Serbia;Estonia;Import Quantity;158.0
Serbia;Eswatini;Export Quantity;0.0
Serbia;Eswatini;Import Quantity;3.0
Serbia;Ethiopia;Import Quantity;102.0
Serbia;Finland;Export Quantity;1569.0
Serbia;Finland;Import Quantity;48.0
Serbia;France;Export Quantity;40365.0
Serbia;France;Import Quantity;15309.0
Serbia;French Polynesia;Export Quantity;20.0
Serbia;Gabon;Export Quantity;343.0
Serbia;Georgia;Export Quantity;320.0
Serbia;Georgia;Import Quantity;0.0
Serbia;Germany;Export Quantity;230191.0
Serbia;Germany;Import Quantity;48927.0
Serbia;Ghana;Export Quantity;152.0
Serbia;Ghana;Import Quantity;2872.0
Serbia;Greece;Export Quantity;60859.0
Serbia;Greece;Import Quantity;86420.0
Serbia;Grenada;Import Quantity;375.0
Serbia;Guatemala;Import Quantity;4995.0
Serbia;Guinea;Export Quantity;251.0
Serbia;Guinea;Import Quantity;4.0
Serbia;Guyana;Import Quantity;0.0
Serbia;Haiti;Export Quantity;47.0
Serbia;Haiti;Import Quantity;0.0
Serbia;Honduras;Import Quantity;1453.0
Serbia;Hungary;Export Quantity;143409.0
Serbia;Hungary;Import Quantity;134382.0
Serbia;Iceland;Export Quantity;49.0
Serbia;India;Export Quantity;246.0
Serbia;India;Import Quantity;36634.0
Serbia;Indonesia;Export Quantity;97.0
Serbia;Indonesia;Import Quantity;15584.0
Serbia;Iran (Islamic Republic of);Export Quantity;716.0
Serbia;Iran (Islamic Republic of);Import Quantity;801.0
Serbia;Iraq;Export Quantity;714.0
Serbia;Ireland;Export Quantity;91.0
Serbia;Ireland;Import Quantity;296.0
Serbia;Israel;Export Quantity;3015.0
Serbia;Israel;Import Quantity;229.0
Serbia;Italy;Export Quantity;536534.0
Serbia;Italy;Import Quantity;71953.0
Serbia;Jamaica;Export Quantity;40.0
Serbia;Jamaica;Import Quantity;1.0
Serbia;Japan;Export Quantity;8715.0
Serbia;Japan;Import Quantity;29.0
Serbia;Jordan;Export Quantity;1748.0
Serbia;Jordan;Import Quantity;44.0
Serbia;Kazakhstan;Export Quantity;89.0
Serbia;Kazakhstan;Import Quantity;281.0
Serbia;Kenya;Export Quantity;0.0
Serbia;Kenya;Import Quantity;205.0
Serbia;Kuwait;Export Quantity;416.0
Serbia;Kyrgyzstan;Export Quantity;2022.0
Serbia;Kyrgyzstan;Import Quantity;4550.0
Serbia;Lao People's Democratic Republic;Import Quantity;64.0
Serbia;Latvia;Export Quantity;534.0
Serbia;Latvia;Import Quantity;54.0
Serbia;Lebanon;Export Quantity;1490.0
Serbia;Lebanon;Import Quantity;307.0
Serbia;Liberia;Export Quantity;402.0
Serbia;Liberia;Import Quantity;40.0
Serbia;Libya;Export Quantity;16062.0
Serbia;Lithuania;Export Quantity;556.0
Serbia;Lithuania;Import Quantity;325.0
Serbia;Luxembourg;Export Quantity;0.0
Serbia;Luxembourg;Import Quantity;14.0
Serbia;Madagascar;Import Quantity;2.0
Serbia;Malawi;Import Quantity;645.0
Serbia;Malaysia;Export Quantity;77.0
Serbia;Malaysia;Import Quantity;12905.0
Serbia;Mali;Import Quantity;4.0
Serbia;Malta;Export Quantity;249.0
Serbia;Malta;Import Quantity;12.0
Serbia;Mauritania;Export Quantity;1103.0
Serbia;Mauritius;Import Quantity;42.0
Serbia;Mexico;Export Quantity;973.0
Serbia;Mexico;Import Quantity;8310.0
Serbia;Mongolia;Export Quantity;30.0
Serbia;Montenegro;Export Quantity;367595.0
Serbia;Montenegro;Import Quantity;8338.0
Serbia;Morocco;Export Quantity;780.0
Serbia;Morocco;Import Quantity;399.0
Serbia;Mozambique;Import Quantity;2847.0
Serbia;Myanmar;Export Quantity;187.0
Serbia;Nepal;Export Quantity;28.0
Serbia;Nepal;Import Quantity;0.0
Serbia;Netherlands;Export Quantity;41057.0
Serbia;Netherlands;Import Quantity;35413.0
Serbia;New Zealand;Export Quantity;106.0
Serbia;New Zealand;Import Quantity;18.0
Serbia;Nicaragua;Import Quantity;2.0
Serbia;Nigeria;Export Quantity;102.0
Serbia;Nigeria;Import Quantity;333.0
Serbia;North Macedonia;Export Quantity;337294.0
Serbia;North Macedonia;Import Quantity;75160.0
Serbia;Norway;Export Quantity;1676.0
Serbia;Norway;Import Quantity;81.0
Serbia;Oman;Export Quantity;31.0
Serbia;Pakistan;Export Quantity;74.0
Serbia;Pakistan;Import Quantity;834.0
Serbia;Palestine;Export Quantity;478.0
Serbia;Panama;Import Quantity;479.0
Serbia;Paraguay;Import Quantity;1.0
Serbia;Peru;Export Quantity;609.0
Serbia;Peru;Import Quantity;412.0
Serbia;Philippines;Export Quantity;85.0
Serbia;Philippines;Import Quantity;192.0
Serbia;Poland;Export Quantity;30384.0
Serbia;Poland;Import Quantity;76974.0
Serbia;Portugal;Export Quantity;1474.0
Serbia;Portugal;Import Quantity;231.0
Serbia;Qatar;Export Quantity;362.0
Serbia;Republic of Korea;Export Quantity;958.0
Serbia;Republic of Korea;Import Quantity;75.0
Serbia;Republic of Moldova;Export Quantity;816.0
Serbia;Republic of Moldova;Import Quantity;1066.0
Serbia;Romania;Export Quantity;1056779.0
Serbia;Romania;Import Quantity;121939.0
Serbia;Russian Federation;Export Quantity;320614.0
Serbia;Russian Federation;Import Quantity;34944.0
Serbia;Rwanda;Import Quantity;24.0
Serbia;San Marino;Import Quantity;2.0
Serbia;Saudi Arabia;Export Quantity;248.0
Serbia;Saudi Arabia;Import Quantity;0.0
Serbia;Senegal;Export Quantity;76.0
Serbia;Senegal;Import Quantity;12.0
Serbia;Sierra Leone;Import Quantity;1.0
Serbia;Singapore;Export Quantity;1091.0
Serbia;Singapore;Import Quantity;89.0
Serbia;Slovakia;Export Quantity;22380.0
Serbia;Slovakia;Import Quantity;4759.0
Serbia;Slovenia;Export Quantity;49571.0
Serbia;Slovenia;Import Quantity;14635.0
Serbia;Somalia;Export Quantity;453.0
Serbia;Somalia;Import Quantity;0.0
Serbia;South Africa;Export Quantity;107.0
Serbia;South Africa;Import Quantity;3906.0
Serbia;Spain;Export Quantity;4431.0
Serbia;Spain;Import Quantity;32425.0
Serbia;Sri Lanka;Import Quantity;124.0
Serbia;Suriname;Import Quantity;96.0
Serbia;Sweden;Export Quantity;5859.0
Serbia;Sweden;Import Quantity;3627.0
Serbia;Switzerland;Export Quantity;17691.0
Serbia;Switzerland;Import Quantity;400.0
Serbia;Syrian Arab Republic;Export Quantity;13.0
Serbia;Syrian Arab Republic;Import Quantity;1.0
Serbia;Tajikistan;Import Quantity;0.0
Serbia;Thailand;Export Quantity;340.0
Serbia;Thailand;Import Quantity;8302.0
Serbia;Togo;Import Quantity;123.0
Serbia;Trinidad and Tobago;Export Quantity;59.0
Serbia;Trinidad and Tobago;Import Quantity;0.0
Serbia;Tunisia;Export Quantity;3351.0
Serbia;Tunisia;Import Quantity;193.0
Serbia;Turkey;Export Quantity;22866.0
Serbia;Turkey;Import Quantity;47082.0
Serbia;Turkmenistan;Import Quantity;97.0
Serbia;Uganda;Export Quantity;41.0
Serbia;Uganda;Import Quantity;3072.0
Serbia;Ukraine;Export Quantity;2735.0
Serbia;Ukraine;Import Quantity;3315.0
Serbia;United Arab Emirates;Export Quantity;2652.0
Serbia;United Arab Emirates;Import Quantity;63.0
Serbia;United Kingdom;Export Quantity;18877.0
Serbia;United Kingdom;Import Quantity;1439.0
Serbia;United Republic of Tanzania;Export Quantity;37.0
Serbia;United Republic of Tanzania;Import Quantity;2046.0
Serbia;United States of America;Export Quantity;10540.0
Serbia;United States of America;Import Quantity;3299.0
Serbia;Unspecified Area;Import Quantity;1819.0
Serbia;Uruguay;Import Quantity;191.0
Serbia;Uzbekistan;Export Quantity;123.0
Serbia;Uzbekistan;Import Quantity;118.0
Serbia;Venezuela (Bolivarian Republic of);Import Quantity;1.0
Serbia;Viet Nam;Export Quantity;1282.0
Serbia;Viet Nam;Import Quantity;10039.0
Serbia;Yemen;Export Quantity;40.0
Serbia;Zambia;Import Quantity;4.0
Serbia;Zimbabwe;Import Quantity;769.0
Seychelles;Afghanistan;Import Quantity;0.0
Seychelles;Albania;Import Quantity;16.0
Seychelles;Andorra;Import Quantity;2.0
Seychelles;Antigua and Barbuda;Import Quantity;25.0
Seychelles;Argentina;Import Quantity;116.0
Seychelles;Aruba;Import Quantity;0.0
Seychelles;Australia;Import Quantity;762.0
Seychelles;Austria;Import Quantity;215.0
Seychelles;Azerbaijan;Import Quantity;0.0
Seychelles;Bahamas;Import Quantity;11.0
Seychelles;Bahrain;Import Quantity;27.0
Seychelles;Barbados;Import Quantity;0.0
Seychelles;Belgium;Import Quantity;2563.0
Seychelles;Belize;Import Quantity;1.0
Seychelles;Bermuda;Import Quantity;1.0
Seychelles;Botswana;Import Quantity;25.0
Seychelles;Brazil;Import Quantity;2364.0
Seychelles;Bulgaria;Import Quantity;3.0
Seychelles;Burkina Faso;Import Quantity;0.0
Seychelles;Canada;Import Quantity;152.0
Seychelles;Cayman Islands;Import Quantity;0.0
Seychelles;Chile;Import Quantity;148.0
Seychelles;China, Hong Kong SAR;Export Quantity;4.0
Seychelles;China, Hong Kong SAR;Import Quantity;60.0
Seychelles;China, Macao SAR;Import Quantity;0.0
Seychelles;China, Taiwan Province of;Import Quantity;1.0
Seychelles;China, mainland;Import Quantity;1936.0
Seychelles;Colombia;Import Quantity;0.0
Seychelles;Costa Rica;Import Quantity;1.0
Seychelles;Cuba;Import Quantity;3.0
Seychelles;Cyprus;Import Quantity;556.0
Seychelles;Czechia;Export Quantity;0.0
Seychelles;Czechia;Import Quantity;29.0
Seychelles;Côte d'Ivoire;Import Quantity;0.0
Seychelles;Democratic People's Republic of Korea;Import Quantity;0.0
Seychelles;Denmark;Import Quantity;941.0
Seychelles;Dominica;Import Quantity;0.0
Seychelles;Ecuador;Import Quantity;0.0
Seychelles;Egypt;Import Quantity;3189.0
Seychelles;Eswatini;Import Quantity;0.0
Seychelles;Ethiopia;Import Quantity;8.0
Seychelles;Finland;Import Quantity;68.0
Seychelles;France;Export Quantity;8.0
Seychelles;France;Import Quantity;3667.0
Seychelles;Gabon;Import Quantity;0.0
Seychelles;Georgia;Import Quantity;2.0
Seychelles;Germany;Export Quantity;67.0
Seychelles;Germany;Import Quantity;1480.0
Seychelles;Ghana;Import Quantity;8.0
Seychelles;Greece;Import Quantity;179.0
Seychelles;Guam;Import Quantity;0.0
Seychelles;Guatemala;Import Quantity;75.0
Seychelles;Honduras;Import Quantity;0.0
Seychelles;Hungary;Import Quantity;22.0
Seychelles;India;Import Quantity;15895.0
Seychelles;Indonesia;Import Quantity;303.0
Seychelles;Iran (Islamic Republic of);Import Quantity;28.0
Seychelles;Ireland;Import Quantity;269.0
Seychelles;Israel;Import Quantity;126.0
Seychelles;Italy;Export Quantity;7.0
Seychelles;Italy;Import Quantity;1927.0
Seychelles;Jamaica;Import Quantity;1.0
Seychelles;Japan;Import Quantity;30.0
Seychelles;Jordan;Import Quantity;1.0
Seychelles;Kenya;Import Quantity;288.0
Seychelles;Kyrgyzstan;Import Quantity;0.0
Seychelles;Lao People's Democratic Republic;Import Quantity;0.0
