;Area;Item;Element;Unit;Y2017
6049;Central African Republic;Tobacco, unmanufactured;Production;tonnes;510.0
6052;Central African Republic;Vegetables, fresh nes;Production;tonnes;74197.0
6055;Central African Republic;Yams;Production;tonnes;503858.0
6058;Central African Republic;Cereals (Rice Milled Eqv);Production;tonnes;137695.0
6061;Central African Republic;Cereals, Total;Production;tonnes;141537.0
6064;Central African Republic;Citrus Fruit, Total;Production;tonnes;43670.0
6067;Central African Republic;Coarse Grain, Total;Production;tonnes;130000.0
6073;Central African Republic;Fruit Primary;Production;tonnes;251631.0
6076;Central African Republic;Oilcrops;Production;tonnes;229620.0
6085;Central African Republic;Pulses, Total;Production;tonnes;43347.0
6088;Central African Republic;Roots and Tubers, Total;Production;tonnes;1350320.0
6091;Central African Republic;Vegetables Primary;Production;tonnes;95063.0
6094;Chad;Beans, dry;Production;tonnes;151974.0
6097;Chad;Cassava;Production;tonnes;290584.0
6100;Chad;Cereals nes;Production;tonnes;448500.0
6101;Chad;Cotton lint;Production;tonnes;23000.0
6102;Chad;Cottonseed;Production;tonnes;50000.0
6105;Chad;Dates;Production;tonnes;21106.0
6108;Chad;Fruit, fresh nes;Production;tonnes;70436.0
6111;Chad;Groundnuts, with shell;Production;tonnes;870094.0
6116;Chad;Maize;Production;tonnes;396506.0
6119;Chad;Mangoes, mangosteens, guavas;Production;tonnes;35158.0
6122;Chad;Melonseed;Production;tonnes;24435.0
6125;Chad;Millet;Production;tonnes;660175.0
6128;Chad;Onions, dry;Production;tonnes;23176.0
6131;Chad;Potatoes;Production;tonnes;41061.0
6134;Chad;Pulses nes;Production;tonnes;37232.0
6137;Chad;Rice, paddy;Production;tonnes;263555.0
6140;Chad;Seed cotton;Production;tonnes;120000.0
6143;Chad;Sesame seed;Production;tonnes;158715.0
6146;Chad;Sorghum;Production;tonnes;946295.0
6149;Chad;Sugar cane;Production;tonnes;468519.0
6152;Chad;Sweet potatoes;Production;tonnes;199912.0
6155;Chad;Taro (cocoyam);Production;tonnes;28652.0
6158;Chad;Tobacco, unmanufactured;Production;tonnes;182.0
6161;Chad;Vegetables, fresh nes;Production;tonnes;86809.0
6164;Chad;Wheat;Production;tonnes;1870.0
6167;Chad;Yams;Production;tonnes;474730.0
6170;Chad;Cereals (Rice Milled Eqv);Production;tonnes;2629137.0
6173;Chad;Cereals, Total;Production;tonnes;2716901.0
6176;Chad;Coarse Grain, Total;Production;tonnes;2451476.0
6182;Chad;Fruit Primary;Production;tonnes;126700.0
6185;Chad;Oilcrops;Production;tonnes;1103244.0
6194;Chad;Pulses, Total;Production;tonnes;189206.0
6197;Chad;Roots and Tubers, Total;Production;tonnes;1034939.0
6200;Chad;Vegetables Primary;Production;tonnes;109985.0
6203;Chile;Almonds, with shell;Production;tonnes;32974.0
6206;Chile;Apples;Production;tonnes;1773701.0
6209;Chile;Apricots;Production;tonnes;7656.0
6212;Chile;Artichokes;Production;tonnes;11119.0
6215;Chile;Asparagus;Production;tonnes;9705.0
6218;Chile;Avocados;Production;tonnes;131950.0
6221;Chile;Barley;Production;tonnes;95482.0
6224;Chile;Bastfibres, other;Production;tonnes;8983.0
6227;Chile;Beans, dry;Production;tonnes;17442.0
6230;Chile;Beans, green;Production;tonnes;40182.0
6233;Chile;Cabbages and other brassicas;Production;tonnes;49680.0
6236;Chile;Carrots and turnips;Production;tonnes;156918.0
6239;Chile;Cauliflowers and broccoli;Production;tonnes;26713.0
6242;Chile;Cherries;Production;tonnes;129508.0
6245;Chile;Cherries, sour;Production;tonnes;127.0
6248;Chile;Chestnut;Production;tonnes;2108.0
6251;Chile;Chick peas;Production;tonnes;245.0
6254;Chile;Chillies and peppers, green;Production;tonnes;51819.0
6257;Chile;Cranberries;Production;tonnes;104938.0
6260;Chile;Cucumbers and gherkins;Production;tonnes;36658.0
6263;Chile;Currants;Production;tonnes;88.0
6264;Chile;Fibre crops nes;Production;tonnes;1812.0
6267;Chile;Figs;Production;tonnes;155.0
6270;Chile;Flax fibre and tow;Production;tonnes;3127.0
6273;Chile;Fruit, fresh nes;Production;tonnes;14654.0
6276;Chile;Garlic;Production;tonnes;20133.0
6279;Chile;Grapefruit (inc. pomelos);Production;tonnes;1138.0
6282;Chile;Grapes;Production;tonnes;2000000.0
6285;Chile;Hazelnuts, with shell;Production;tonnes;9036.0
6288;Chile;Hemp tow waste;Production;tonnes;4166.0
6291;Chile;Hempseed;Production;tonnes;1515.0
6294;Chile;Kiwi fruit;Production;tonnes;227694.0
6297;Chile;Lemons and limes;Production;tonnes;145090.0
6300;Chile;Lentils;Production;tonnes;1153.0
6303;Chile;Lettuce and chicory;Production;tonnes;87706.0
6306;Chile;Linseed;Production;tonnes;1343.0
6309;Chile;Lupins;Production;tonnes;45436.0
6312;Chile;Maize;Production;tonnes;1062589.0
6315;Chile;Maize, green;Production;tonnes;138092.0
6318;Chile;Melons, other (inc.cantaloupes);Production;tonnes;35277.0
6323;Chile;Oats;Production;tonnes;713102.0
6326;Chile;Olives;Production;tonnes;108325.0
6329;Chile;Onions, dry;Production;tonnes;352374.0
6332;Chile;Oranges;Production;tonnes;120175.0
6335;Chile;Papayas;Production;tonnes;2567.0
6338;Chile;Peaches and nectarines;Production;tonnes;326773.0
6341;Chile;Pears;Production;tonnes;293458.0
6344;Chile;Peas, dry;Production;tonnes;825.0
6347;Chile;Peas, green;Production;tonnes;16257.0
6350;Chile;Persimmons;Production;tonnes;556.0
6353;Chile;Plums and sloes;Production;tonnes;286233.0
6356;Chile;Potatoes;Production;tonnes;1426479.0
6359;Chile;Pumpkins, squash and gourds;Production;tonnes;84098.0
6362;Chile;Quinces;Production;tonnes;535.0
6365;Chile;Rapeseed;Production;tonnes;183191.0
6368;Chile;Raspberries;Production;tonnes;19286.0
6371;Chile;Rice, paddy;Production;tonnes;127866.0
6374;Chile;Rye;Production;tonnes;3576.0
6380;Chile;Strawberries;Production;tonnes;24704.0
6383;Chile;Sugar beet;Production;tonnes;1770497.0
6386;Chile;Sunflower seed;Production;tonnes;10763.0
6389;Chile;Sweet potatoes;Production;tonnes;15524.0
6392;Chile;Tangerines, mandarins, clementines, satsumas;Production;tonnes;90294.0
6395;Chile;Tobacco, unmanufactured;Production;tonnes;4315.0
6398;Chile;Tomatoes;Production;tonnes;993076.0
6401;Chile;Triticale;Production;tonnes;118903.0
6404;Chile;Vegetables, fresh nes;Production;tonnes;134333.0
6407;Chile;Vegetables, leguminous nes;Production;tonnes;21327.0
6410;Chile;Walnuts, with shell;Production;tonnes;79554.0
6413;Chile;Watermelons;Production;tonnes;48753.0
6416;Chile;Wheat;Production;tonnes;1349492.0
6419;Chile;Cereals (Rice Milled Eqv);Production;tonnes;3428431.0
6422;Chile;Cereals, Total;Production;tonnes;3471010.0
6425;Chile;Citrus Fruit, Total;Production;tonnes;356696.0
6428;Chile;Coarse Grain, Total;Production;tonnes;1993652.0
6434;Chile;Fruit Primary;Production;tonnes;5785309.0
6437;Chile;Oilcrops;Production;tonnes;305137.0
6446;Chile;Pulses, Total;Production;tonnes;65101.0
6449;Chile;Roots and Tubers, Total;Production;tonnes;1442003.0
6452;Chile;Treenuts, Total;Production;tonnes;123671.0
6455;Chile;Vegetables Primary;Production;tonnes;2230188.0
6458;China;Almonds, with shell;Production;tonnes;52118.0
6461;China;Anise, badian, fennel, coriander;Production;tonnes;54768.0
6464;China;Apples;Production;tonnes;41391451.0
6467;China;Apricots;Production;tonnes;72701.0
6470;China;Areca nuts;Production;tonnes;102165.0
6473;China;Artichokes;Production;tonnes;87906.0
6476;China;Asparagus;Production;tonnes;7839189.0
6479;China;Avocados;Production;tonnes;126103.0
6482;China;Bananas;Production;tonnes;11526017.0
6485;China;Barley;Production;tonnes;1897318.0
6488;China;Bastfibres, other;Production;tonnes;20000.0
6491;China;Beans, dry;Production;tonnes;1333855.0
6494;China;Beans, green;Production;tonnes;19308541.0
6497;China;Berries nes;Production;tonnes;60430.0
6502;China;Broad beans, horse beans, dry;Production;tonnes;1803019.0
6505;China;Buckwheat;Production;tonnes;1447292.0
6508;China;Cabbages and other brassicas;Production;tonnes;33712333.0
6511;China;Carrots and turnips;Production;tonnes;18122455.0
6514;China;Cashew nuts, with shell;Production;tonnes;234.0
6517;China;Cassava;Production;tonnes;4873141.0
6520;China;Castor oil seed;Production;tonnes;32000.0
6523;China;Cauliflowers and broccoli;Production;tonnes;10482337.0
6526;China;Cereals nes;Production;tonnes;113372.0
6529;China;Cherries;Production;tonnes;38980.0
6532;China;Chestnut;Production;tonnes;1918939.0
6535;China;Chick peas;Production;tonnes;15626.0
6538;China;Chillies and peppers, dry;Production;tonnes;315358.0
6541;China;Chillies and peppers, green;Production;tonnes;17812625.0
6544;China;Cinnamon (cannella);Production;tonnes;79225.0
6547;China;Cloves;Production;tonnes;1371.0
6552;China;Coconuts;Production;tonnes;392913.0
6555;China;Coffee, green;Production;tonnes;98105.0
6556;China;Cotton lint;Production;tonnes;5653000.0
6557;China;Cottonseed;Production;tonnes;9900000.0
6560;China;Cow peas, dry;Production;tonnes;15626.0
6563;China;Cucumbers and gherkins;Production;tonnes;59590591.0
6566;China;Dates;Production;tonnes;156629.0
6569;China;Eggplants (aubergines);Production;tonnes;33078967.0
6572;China;Fibre crops nes;Production;tonnes;380.0
6575;China;Figs;Production;tonnes;13644.0
6578;China;Flax fibre and tow;Production;tonnes;12264.0
6581;China;Fruit, citrus nes;Production;tonnes;5412899.0
6584;China;Fruit, fresh nes;Production;tonnes;2898219.0
6587;China;Fruit, stone nes;Production;tonnes;162968.0
6590;China;Fruit, tropical fresh nes;Production;tonnes;4198867.0
6593;China;Garlic;Production;tonnes;21802887.0
6596;China;Ginger;Production;tonnes;519474.0
6599;China;Grapefruit (inc. pomelos);Production;tonnes;4670039.0
6602;China;Grapes;Production;tonnes;13175502.0
6605;China;Groundnuts, with shell;Production;tonnes;17155287.0
6608;China;Hazelnuts, with shell;Production;tonnes;24528.0
6611;China;Hemp tow waste;Production;tonnes;13391.0
6614;China;Hempseed;Production;tonnes;11854.0
6617;China;Hops;Production;tonnes;8448.0
6620;China;Jute;Production;tonnes;30000.0
6625;China;Kiwi fruit;Production;tonnes;1986368.0
6628;China;Leeks, other alliaceous vegetables;Production;tonnes;153926.0
6631;China;Lemons and limes;Production;tonnes;2326643.0
6634;China;Lentils;Production;tonnes;171888.0
6637;China;Lettuce and chicory;Production;tonnes;15239692.0
6640;China;Linseed;Production;tonnes;362516.0
6643;China;Maize;Production;tonnes;259256299.0
6646;China;Maize, green;Production;tonnes;106624.0
6649;China;Mangoes, mangosteens, guavas;Production;tonnes;4917519.0
6652;China;Melons, other (inc.cantaloupes);Production;tonnes;12395696.0
6655;China;Melonseed;Production;tonnes;30346.0
6658;China;Millet;Production;tonnes;1997272.0
6661;China;Mushrooms and truffles;Production;tonnes;6613301.0
6664;China;Mustard seed;Production;tonnes;18466.0
6667;China;Nuts nes;Production;tonnes;142682.0
6670;China;Oats;Production;tonnes;1281016.0
6673;China;Oil palm fruit;Production;tonnes;672046.0
6674;China;Oil, palm;Production;tonnes;230468.0
6675;China;Oilseeds nes;Production;tonnes;2454502.0
6678;China;Olives;Production;tonnes;2635.0
6681;China;Onions, dry;Production;tonnes;24366609.0
6684;China;Onions, shallots, green;Production;tonnes;1038542.0
6687;China;Oranges;Production;tonnes;8550882.0
6688;China;Palm kernels;Production;tonnes;53760.0
6691;China;Papayas;Production;tonnes;164702.0
6694;China;Peaches and nectarines;Production;tonnes;14636098.0
6697;China;Pears;Production;tonnes;16527694.0
6700;China;Peas, dry;Production;tonnes;1522950.0
6703;China;Peas, green;Production;tonnes;12577082.0
6706;China;Pepper (piper spp.);Production;tonnes;35409.0
6709;China;Peppermint;Production;tonnes;0.0
6712;China;Persimmons;Production;tonnes;3092115.0
6715;China;Pineapples;Production;tonnes;2048331.0
6718;China;Pistachios;Production;tonnes;75290.0
6721;China;Plums and sloes;Production;tonnes;6665492.0
6724;China;Potatoes;Production;tonnes;88536429.0
6727;China;Pulses nes;Production;tonnes;153858.0
6730;China;Pumpkins, squash and gourds;Production;tonnes;8012249.0
6733;China;Quinces;Production;tonnes;116655.0
6736;China;Ramie;Production;tonnes;100000.0
6739;China;Rapeseed;Production;tonnes;13274008.0
6742;China;Rice, paddy;Production;tonnes;214430049.0
6745;China;Roots and tubers nes;Production;tonnes;49028.0
6748;China;Rubber, natural;Production;tonnes;817366.0
6751;China;Rye;Production;tonnes;1332257.0
6754;China;Safflower seed;Production;tonnes;32787.0
6757;China;Seed cotton;Production;tonnes;17298319.0
6760;China;Sesame seed;Production;tonnes;369415.0
6763;China;Sisal;Production;tonnes;13332.0
6766;China;Sorghum;Production;tonnes;2797235.0
6769;China;Soybeans;Production;tonnes;13133634.0
6772;China;Spices nes;Production;tonnes;118699.0
6775;China;Spinach;Production;tonnes;23384078.0
6778;China;Strawberries;Production;tonnes;2860008.0
6781;China;String beans;Production;tonnes;10692.0
6784;China;Sugar beet;Production;tonnes;9384000.0
6787;China;Sugar cane;Production;tonnes;104905705.0
6790;China;Sunflower seed;Production;tonnes;2580000.0
6793;China;Sweet potatoes;Production;tonnes;51691238.0
6796;China;Tallowtree seed;Production;tonnes;1037651.0
6799;China;Tangerines, mandarins, clementines, satsumas;Production;tonnes;17741143.0
6802;China;Taro (cocoyam);Production;tonnes;1929593.0
6805;China;Tea;Production;tonnes;2473443.0
6808;China;Tobacco, unmanufactured;Production;tonnes;2392335.0
6811;China;Tomatoes;Production;tonnes;59599343.0
6814;China;Triticale;Production;tonnes;986382.0
6817;China;Tung nuts;Production;tonnes;370083.0
6820;China;Vanilla;Production;tonnes;416.0
6823;China;Vegetables, fresh nes;Production;tonnes;172608952.0
6826;China;Vegetables, leguminous nes;Production;tonnes;207785.0
6829;China;Walnuts, with shell;Production;tonnes;1564324.0
6832;China;Watermelons;Production;tonnes;63357881.0
6835;China;Wheat;Production;tonnes;134340746.0
6838;China;Cereals (Rice Milled Eqv);Production;tonnes;548474031.0
6841;China;Cereals, Total;Production;tonnes;619879237.0
6844;China;Citrus Fruit, Total;Production;tonnes;38701606.0
6847;China;Coarse Grain, Total;Production;tonnes;271108443.0
6853;China;Fruit Primary;Production;tonnes;241291675.0
6856;China;Oilcrops;Production;tonnes;60404673.0
6865;China;Pulses, Total;Production;tonnes;5016822.0
6868;China;Roots and Tubers, Total;Production;tonnes;147079428.0
6871;China;Treenuts, Total;Production;tonnes;3778115.0
6874;China;Vegetables Primary;Production;tonnes;545756704.0
6877;China, Hong Kong SAR;Beans, green;Production;tonnes;296.0
6880;China, Hong Kong SAR;Cabbages and other brassicas;Production;tonnes;807.0
6883;China, Hong Kong SAR;Cucumbers and gherkins;Production;tonnes;1873.0
6886;China, Hong Kong SAR;Eggplants (aubergines);Production;tonnes;261.0
6889;China, Hong Kong SAR;Fruit, fresh nes;Production;tonnes;4997.0
6892;China, Hong Kong SAR;Lettuce and chicory;Production;tonnes;4710.0
6893;China, Hong Kong SAR;Mushrooms and truffles;Production;tonnes;38.0
6896;China, Hong Kong SAR;Onions, shallots, green;Production;tonnes;4689.0
6899;China, Hong Kong SAR;Peas, green;Production;tonnes;428.0
6902;China, Hong Kong SAR;Pumpkins, squash and gourds;Production;tonnes;248.0
6905;China, Hong Kong SAR;Rice, paddy;Production;tonnes;0.0
6908;China, Hong Kong SAR;Spices nes;Production;tonnes;998.0
6911;China, Hong Kong SAR;Spinach;Production;tonnes;12792.0
6914;China, Hong Kong SAR;Sweet potatoes;Production;tonnes;44.0
6917;China, Hong Kong SAR;Tomatoes;Production;tonnes;39.0
6920;China, Hong Kong SAR;Vegetables, fresh nes;Production;tonnes;11426.0
6923;China, Hong Kong SAR;Cereals (Rice Milled Eqv);Production;tonnes;0.0
6926;China, Hong Kong SAR;Cereals, Total;Production;tonnes;0.0
6929;China, Hong Kong SAR;Fruit Primary;Production;tonnes;4997.0
6932;China, Hong Kong SAR;Roots and Tubers, Total;Production;tonnes;44.0
6935;China, Hong Kong SAR;Vegetables Primary;Production;tonnes;37608.0
6942;China, Macao SAR;Pepper (piper spp.);Production;tonnes;218.0
6961;China, mainland;Almonds, with shell;Production;tonnes;52118.0
6964;China, mainland;Anise, badian, fennel, coriander;Production;tonnes;54768.0
6967;China, mainland;Apples;Production;tonnes;41390000.0
6970;China, mainland;Apricots;Production;tonnes;57136.0
6973;China, mainland;Artichokes;Production;tonnes;87906.0
6976;China, mainland;Asparagus;Production;tonnes;7836633.0
6979;China, mainland;Avocados;Production;tonnes;126103.0
6982;China, mainland;Bananas;Production;tonnes;11170000.0
6985;China, mainland;Barley;Production;tonnes;1897318.0
6988;China, mainland;Bastfibres, other;Production;tonnes;20000.0
6991;China, mainland;Beans, dry;Production;tonnes;1322214.0
6994;China, mainland;Beans, green;Production;tonnes;19295562.0
6997;China, mainland;Berries nes;Production;tonnes;60430.0
7000;China, mainland;Broad beans, horse beans, dry;Production;tonnes;1803019.0
7003;China, mainland;Buckwheat;Production;tonnes;1447292.0
7006;China, mainland;Cabbages and other brassicas;Production;tonnes;33066436.0
7009;China, mainland;Carrots and turnips;Production;tonnes;18008008.0
7012;China, mainland;Cashew nuts, with shell;Production;tonnes;234.0
7015;China, mainland;Cassava;Production;tonnes;4860939.0
7018;China, mainland;Castor oil seed;Production;tonnes;32000.0
7021;China, mainland;Cauliflowers and broccoli;Production;tonnes;10412374.0
7024;China, mainland;Cereals nes;Production;tonnes;112986.0
7027;China, mainland;Cherries;Production;tonnes;38980.0
7030;China, mainland;Chestnut;Production;tonnes;1918939.0
7033;China, mainland;Chick peas;Production;tonnes;15626.0
7036;China, mainland;Chillies and peppers, dry;Production;tonnes;315358.0
7039;China, mainland;Chillies and peppers, green;Production;tonnes;17784770.0
7042;China, mainland;Cinnamon (cannella);Production;tonnes;79225.0
7045;China, mainland;Cloves;Production;tonnes;1371.0
7048;China, mainland;Coconuts;Production;tonnes;372565.0
7051;China, mainland;Coffee, green;Production;tonnes;98105.0
7052;China, mainland;Cotton lint;Production;tonnes;5653000.0
7053;China, mainland;Cottonseed;Production;tonnes;9900000.0
7056;China, mainland;Cow peas, dry;Production;tonnes;15626.0
7059;China, mainland;Cucumbers and gherkins;Production;tonnes;59537455.0
7062;China, mainland;Dates;Production;tonnes;156629.0
7065;China, mainland;Eggplants (aubergines);Production;tonnes;33046691.0
7070;China, mainland;Figs;Production;tonnes;13644.0
7073;China, mainland;Flax fibre and tow;Production;tonnes;12000.0
7076;China, mainland;Fruit, citrus nes;Production;tonnes;5343492.0
7079;China, mainland;Fruit, fresh nes;Production;tonnes;2764781.0
7082;China, mainland;Fruit, stone nes;Production;tonnes;162968.0
7085;China, mainland;Fruit, tropical fresh nes;Production;tonnes;3784817.0
7088;China, mainland;Garlic;Production;tonnes;21759149.0
7091;China, mainland;Ginger;Production;tonnes;497376.0
7094;China, mainland;Grapefruit (inc. pomelos);Production;tonnes;4580136.0
7097;China, mainland;Grapes;Production;tonnes;13082900.0
7100;China, mainland;Groundnuts, with shell;Production;tonnes;17092000.0
7103;China, mainland;Hazelnuts, with shell;Production;tonnes;24528.0
7106;China, mainland;Hemp tow waste;Production;tonnes;13391.0
7109;China, mainland;Hempseed;Production;tonnes;11854.0
7112;China, mainland;Hops;Production;tonnes;8448.0
7115;China, mainland;Jute;Production;tonnes;30000.0
7120;China, mainland;Kiwi fruit;Production;tonnes;1986368.0
7123;China, mainland;Leeks, other alliaceous vegetables;Production;tonnes;129987.0
7126;China, mainland;Lemons and limes;Production;tonnes;2290068.0
7129;China, mainland;Lentils;Production;tonnes;171888.0
7132;China, mainland;Lettuce and chicory;Production;tonnes;15234982.0
7135;China, mainland;Linseed;Production;tonnes;362516.0
7138;China, mainland;Maize;Production;tonnes;259071000.0
7141;China, mainland;Maize, green;Production;tonnes;106624.0
7144;China, mainland;Mangoes, mangosteens, guavas;Production;tonnes;4766960.0
7147;China, mainland;Melons, other (inc.cantaloupes);Production;tonnes;12326500.0
7150;China, mainland;Melonseed;Production;tonnes;30346.0
7153;China, mainland;Millet;Production;tonnes;1996856.0
7156;China, mainland;Mushrooms and truffles;Production;tonnes;6603041.0
7159;China, mainland;Mustard seed;Production;tonnes;18466.0
7162;China, mainland;Nuts nes;Production;tonnes;142682.0
7165;China, mainland;Oats;Production;tonnes;1281016.0
7168;China, mainland;Oil palm fruit;Production;tonnes;672046.0
7169;China, mainland;Oil, palm;Production;tonnes;230468.0
7170;China, mainland;Oilseeds nes;Production;tonnes;2431842.0
7173;China, mainland;Onions, dry;Production;tonnes;24305441.0
7176;China, mainland;Onions, shallots, green;Production;tonnes;921970.0
7179;China, mainland;Oranges;Production;tonnes;8396916.0
7180;China, mainland;Palm kernels;Production;tonnes;53760.0
7183;China, mainland;Papayas;Production;tonnes;39181.0
7186;China, mainland;Peaches and nectarines;Production;tonnes;14612844.0
7189;China, mainland;Pears;Production;tonnes;16410000.0
7192;China, mainland;Peas, dry;Production;tonnes;1522950.0
7195;China, mainland;Peas, green;Production;tonnes;12572558.0
7198;China, mainland;Pepper (piper spp.);Production;tonnes;35191.0
7201;China, mainland;Persimmons;Production;tonnes;3029000.0
7204;China, mainland;Pineapples;Production;tonnes;1494800.0
7207;China, mainland;Pistachios;Production;tonnes;75290.0
7210;China, mainland;Plums and sloes;Production;tonnes;6652705.0
7213;China, mainland;Potatoes;Production;tonnes;88481500.0
7216;China, mainland;Pulses nes;Production;tonnes;153858.0
7219;China, mainland;Pumpkins, squash and gourds;Production;tonnes;7958218.0
7222;China, mainland;Quinces;Production;tonnes;116655.0
7225;China, mainland;Ramie;Production;tonnes;100000.0
7228;China, mainland;Rapeseed;Production;tonnes;13274000.0
7231;China, mainland;Rice, paddy;Production;tonnes;212676000.0
7234;China, mainland;Roots and tubers nes;Production;tonnes;49028.0
7237;China, mainland;Rubber, natural;Production;tonnes;817366.0
7240;China, mainland;Rye;Production;tonnes;1332257.0
7243;China, mainland;Safflower seed;Production;tonnes;32787.0
7246;China, mainland;Seed cotton;Production;tonnes;17298319.0
7249;China, mainland;Sesame seed;Production;tonnes;366000.0
7252;China, mainland;Sisal;Production;tonnes;13330.0
7255;China, mainland;Sorghum;Production;tonnes;2795192.0
7258;China, mainland;Soybeans;Production;tonnes;13128960.0
7261;China, mainland;Spices nes;Production;tonnes;117701.0
7264;China, mainland;Spinach;Production;tonnes;23371285.0
7267;China, mainland;Strawberries;Production;tonnes;2851100.0
7270;China, mainland;Sugar beet;Production;tonnes;9384000.0
7273;China, mainland;Sugar cane;Production;tonnes;104404000.0
7276;China, mainland;Sunflower seed;Production;tonnes;2580000.0
7279;China, mainland;Sweet potatoes;Production;tonnes;51449500.0
7282;China, mainland;Tallowtree seed;Production;tonnes;1037651.0
7285;China, mainland;Tangerines, mandarins, clementines, satsumas;Production;tonnes;17557188.0
7288;China, mainland;Taro (cocoyam);Production;tonnes;1885463.0
7291;China, mainland;Tea;Production;tonnes;2460000.0
7294;China, mainland;Tobacco, unmanufactured;Production;tonnes;2391000.0
7297;China, mainland;Tomatoes;Production;tonnes;59488179.0
7300;China, mainland;Triticale;Production;tonnes;986382.0
7303;China, mainland;Tung nuts;Production;tonnes;370083.0
7306;China, mainland;Vanilla;Production;tonnes;416.0
7309;China, mainland;Vegetables, fresh nes;Production;tonnes;171589291.0
7312;China, mainland;Vegetables, leguminous nes;Production;tonnes;129215.0
7315;China, mainland;Walnuts, with shell;Production;tonnes;1564324.0
7318;China, mainland;Watermelons;Production;tonnes;63147220.0
7321;China, mainland;Wheat;Production;tonnes;134334000.0
7324;China, mainland;Cereals (Rice Milled Eqv);Production;tonnes;547109191.0
7327;China, mainland;Cereals, Total;Production;tonnes;617930299.0
7330;China, mainland;Citrus Fruit, Total;Production;tonnes;38167800.0
7333;China, mainland;Coarse Grain, Total;Production;tonnes;270920299.0
7339;China, mainland;Fruit Primary;Production;tonnes;238409520.0
7342;China, mainland;Oilcrops;Production;tonnes;60287646.0
7351;China, mainland;Pulses, Total;Production;tonnes;5005181.0
7354;China, mainland;Roots and Tubers, Total;Production;tonnes;146726429.0
7357;China, mainland;Treenuts, Total;Production;tonnes;3778115.0
7360;China, mainland;Vegetables Primary;Production;tonnes;543245774.0
7363;China, Taiwan Province of;Apples;Production;tonnes;1451.0
7366;China, Taiwan Province of;Apricots;Production;tonnes;15565.0
7369;China, Taiwan Province of;Areca nuts;Production;tonnes;102165.0
7372;China, Taiwan Province of;Asparagus;Production;tonnes;2556.0
7375;China, Taiwan Province of;Bananas;Production;tonnes;356017.0
7381;China, Taiwan Province of;Beans, dry;Production;tonnes;11641.0
7384;China, Taiwan Province of;Beans, green;Production;tonnes;12683.0
7389;China, Taiwan Province of;Cabbages and other brassicas;Production;tonnes;645090.0
7392;China, Taiwan Province of;Carrots and turnips;Production;tonnes;114447.0
7395;China, Taiwan Province of;Cassava;Production;tonnes;12202.0
7400;China, Taiwan Province of;Cauliflowers and broccoli;Production;tonnes;69963.0
7403;China, Taiwan Province of;Cereals nes;Production;tonnes;386.0
7406;China, Taiwan Province of;Chillies and peppers, green;Production;tonnes;27855.0
7411;China, Taiwan Province of;Coconuts;Production;tonnes;20348.0
7414;China, Taiwan Province of;Coffee, green;Production;tonnes;0.0
7419;China, Taiwan Province of;Cucumbers and gherkins;Production;tonnes;51264.0
7422;China, Taiwan Province of;Eggplants (aubergines);Production;tonnes;32015.0
7425;China, Taiwan Province of;Fibre crops nes;Production;tonnes;380.0
7428;China, Taiwan Province of;Flax fibre and tow;Production;tonnes;264.0
7431;China, Taiwan Province of;Fruit, citrus nes;Production;tonnes;69407.0
7434;China, Taiwan Province of;Fruit, fresh nes;Production;tonnes;128441.0
7437;China, Taiwan Province of;Fruit, tropical fresh nes;Production;tonnes;414050.0
7440;China, Taiwan Province of;Garlic;Production;tonnes;43738.0
7443;China, Taiwan Province of;Ginger;Production;tonnes;22098.0
7446;China, Taiwan Province of;Grapefruit (inc. pomelos);Production;tonnes;89903.0
7449;China, Taiwan Province of;Grapes;Production;tonnes;92602.0
7452;China, Taiwan Province of;Groundnuts, with shell;Production;tonnes;63287.0
7458;China, Taiwan Province of;Leeks, other alliaceous vegetables;Production;tonnes;23939.0
7461;China, Taiwan Province of;Lemons and limes;Production;tonnes;36575.0
7464;China, Taiwan Province of;Maize;Production;tonnes;185299.0
7469;China, Taiwan Province of;Mangoes, mangosteens, guavas;Production;tonnes;150559.0
7472;China, Taiwan Province of;Melons, other (inc.cantaloupes);Production;tonnes;69196.0
7478;China, Taiwan Province of;Millet;Production;tonnes;416.0
7481;China, Taiwan Province of;Mushrooms and truffles;Production;tonnes;10221.0
7482;China, Taiwan Province of;Oilseeds nes;Production;tonnes;22660.0
7485;China, Taiwan Province of;Olives;Production;tonnes;2635.0
7488;China, Taiwan Province of;Onions, dry;Production;tonnes;61168.0
7491;China, Taiwan Province of;Onions, shallots, green;Production;tonnes;111883.0
7494;China, Taiwan Province of;Oranges;Production;tonnes;153966.0
7497;China, Taiwan Province of;Papayas;Production;tonnes;125521.0
7500;China, Taiwan Province of;Peaches and nectarines;Production;tonnes;23254.0
7503;China, Taiwan Province of;Pears;Production;tonnes;117694.0
7506;China, Taiwan Province of;Peas, green;Production;tonnes;4096.0
7509;China, Taiwan Province of;Peppermint;Production;tonnes;0.0
7512;China, Taiwan Province of;Persimmons;Production;tonnes;63115.0
7515;China, Taiwan Province of;Pineapples;Production;tonnes;553531.0
7518;China, Taiwan Province of;Plums and sloes;Production;tonnes;12787.0
7521;China, Taiwan Province of;Potatoes;Production;tonnes;54929.0
7524;China, Taiwan Province of;Pumpkins, squash and gourds;Production;tonnes;53783.0
7527;China, Taiwan Province of;Ramie;Production;tonnes;0.0
7530;China, Taiwan Province of;Rapeseed;Production;tonnes;8.0
