;Area;Item;Element;Unit;Y2017
2;Afghanistan;Almonds, with shell;Production;tonnes;27291.0
5;Afghanistan;Anise, badian, fennel, coriander;Production;tonnes;19180.0
8;Afghanistan;Apples;Production;tonnes;175000.0
11;Afghanistan;Apricots;Production;tonnes;131816.0
14;Afghanistan;Barley;Production;tonnes;94995.0
17;Afghanistan;Berries nes;Production;tonnes;23343.0
18;Afghanistan;Cotton lint;Production;tonnes;12134.0
19;Afghanistan;Cottonseed;Production;tonnes;23901.0
22;Afghanistan;Figs;Production;tonnes;6378.0
25;Afghanistan;Fruit, citrus nes;Production;tonnes;18129.0
28;Afghanistan;Fruit, fresh nes;Production;tonnes;81895.0
31;Afghanistan;Fruit, stone nes;Production;tonnes;51190.0
34;Afghanistan;Grapes;Production;tonnes;859903.0
37;Afghanistan;Linseed;Production;tonnes;1740.0
40;Afghanistan;Maize;Production;tonnes;173912.0
43;Afghanistan;Melons, other (inc.cantaloupes);Production;tonnes;327630.0
46;Afghanistan;Millet;Production;tonnes;11948.0
49;Afghanistan;Nuts nes;Production;tonnes;1328.0
52;Afghanistan;Olives;Production;tonnes;7878.0
55;Afghanistan;Onions, dry;Production;tonnes;212000.0
58;Afghanistan;Oranges;Production;tonnes;3914.0
61;Afghanistan;Peaches and nectarines;Production;tonnes;54752.0
64;Afghanistan;Pears;Production;tonnes;14787.0
67;Afghanistan;Pistachios;Production;tonnes;2726.0
70;Afghanistan;Plums and sloes;Production;tonnes;24794.0
73;Afghanistan;Potatoes;Production;tonnes;513194.0
76;Afghanistan;Pulses nes;Production;tonnes;36458.0
79;Afghanistan;Rice, paddy;Production;tonnes;338420.0
82;Afghanistan;Seed cotton;Production;tonnes;36770.0
85;Afghanistan;Sesame seed;Production;tonnes;32000.0
88;Afghanistan;Spices nes;Production;tonnes;9.0
91;Afghanistan;Sugar beet;Production;tonnes;2102.0
94;Afghanistan;Sugar cane;Production;tonnes;33725.0
97;Afghanistan;Sunflower seed;Production;tonnes;389.0
100;Afghanistan;Vegetables, fresh nes;Production;tonnes;681828.0
103;Afghanistan;Walnuts, with shell;Production;tonnes;7145.0
106;Afghanistan;Watermelons;Production;tonnes;683778.0
109;Afghanistan;Wheat;Production;tonnes;4280776.0
112;Afghanistan;Cereals (Rice Milled Eqv);Production;tonnes;4787357.0
115;Afghanistan;Cereals, Total;Production;tonnes;4900051.0
118;Afghanistan;Citrus Fruit, Total;Production;tonnes;22044.0
121;Afghanistan;Coarse Grain, Total;Production;tonnes;280855.0
127;Afghanistan;Fruit Primary;Production;tonnes;2457310.0
130;Afghanistan;Oilcrops;Production;tonnes;65907.0
139;Afghanistan;Pulses, Total;Production;tonnes;36458.0
142;Afghanistan;Roots and Tubers, Total;Production;tonnes;513194.0
145;Afghanistan;Treenuts, Total;Production;tonnes;38490.0
148;Afghanistan;Vegetables Primary;Production;tonnes;893828.0
151;Albania;Apples;Production;tonnes;96338.0
154;Albania;Apricots;Production;tonnes;5040.0
157;Albania;Barley;Production;tonnes;9035.0
160;Albania;Beans, dry;Production;tonnes;21200.0
163;Albania;Beans, green;Production;tonnes;10274.0
166;Albania;Broad beans, horse beans, dry;Production;tonnes;207.0
169;Albania;Cabbages and other brassicas;Production;tonnes;52600.0
172;Albania;Carrots and turnips;Production;tonnes;11974.0
175;Albania;Cauliflowers and broccoli;Production;tonnes;5294.0
178;Albania;Cherries;Production;tonnes;19169.0
181;Albania;Cherries, sour;Production;tonnes;18054.0
184;Albania;Chestnut;Production;tonnes;6226.0
187;Albania;Chillies and peppers, green;Production;tonnes;75211.0
188;Albania;Cotton lint;Production;tonnes;270.0
189;Albania;Cottonseed;Production;tonnes;540.0
192;Albania;Cucumbers and gherkins;Production;tonnes;110210.0
195;Albania;Dates;Production;tonnes;12978.0
198;Albania;Eggplants (aubergines);Production;tonnes;27898.0
201;Albania;Figs;Production;tonnes;20077.0
204;Albania;Fruit, citrus nes;Production;tonnes;12.0
207;Albania;Fruit, fresh nes;Production;tonnes;11568.0
212;Albania;Garlic;Production;tonnes;14544.0
215;Albania;Grapes;Production;tonnes;202948.0
218;Albania;Hops;Production;tonnes;2052.0
221;Albania;Leeks, other alliaceous vegetables;Production;tonnes;34393.0
224;Albania;Lemons and limes;Production;tonnes;3216.0
227;Albania;Lettuce and chicory;Production;tonnes;17228.0
230;Albania;Maize;Production;tonnes;381059.0
233;Albania;Melons, other (inc.cantaloupes);Production;tonnes;43654.0
235;Albania;Mushrooms and truffles;Production;tonnes;100.0
238;Albania;Nuts nes;Production;tonnes;7720.0
241;Albania;Oats;Production;tonnes;34068.0
245;Albania;Okra;Production;tonnes;8023.0
248;Albania;Olives;Production;tonnes;107830.0
251;Albania;Onions, dry;Production;tonnes;113736.0
254;Albania;Onions, shallots, green;Production;tonnes;40393.0
257;Albania;Oranges;Production;tonnes;9130.0
260;Albania;Peaches and nectarines;Production;tonnes;18359.0
263;Albania;Pears;Production;tonnes;13458.0
266;Albania;Peas, green;Production;tonnes;5749.0
269;Albania;Plums and sloes;Production;tonnes;42437.0
272;Albania;Potatoes;Production;tonnes;249804.0
275;Albania;Pulses nes;Production;tonnes;704.0
278;Albania;Pumpkins, squash and gourds;Production;tonnes;13868.0
281;Albania;Quinces;Production;tonnes;4150.0
284;Albania;Rice, paddy;Production;tonnes;0.0
287;Albania;Rye;Production;tonnes;2695.0
290;Albania;Seed cotton;Production;tonnes;820.0
293;Albania;Sorghum;Production;tonnes;0.0
296;Albania;Soybeans;Production;tonnes;500.0
299;Albania;Spices nes;Production;tonnes;362.0
302;Albania;Spinach;Production;tonnes;19968.0
305;Albania;Strawberries;Production;tonnes;5089.0
308;Albania;Sugar beet;Production;tonnes;31599.0
311;Albania;Sunflower seed;Production;tonnes;1117.0
314;Albania;Tangerines, mandarins, clementines, satsumas;Production;tonnes;28674.0
317;Albania;Tobacco, unmanufactured;Production;tonnes;1358.0
320;Albania;Tomatoes;Production;tonnes;286811.0
323;Albania;Vegetables, fresh nes;Production;tonnes;8087.0
326;Albania;Vegetables, leguminous nes;Production;tonnes;94.0
329;Albania;Vetches;Production;tonnes;2009.0
332;Albania;Watermelons;Production;tonnes;252017.0
335;Albania;Wheat;Production;tonnes;274877.0
338;Albania;Cereals (Rice Milled Eqv);Production;tonnes;701734.0
341;Albania;Cereals, Total;Production;tonnes;701734.0
344;Albania;Citrus Fruit, Total;Production;tonnes;41033.0
347;Albania;Coarse Grain, Total;Production;tonnes;426857.0
353;Albania;Fruit Primary;Production;tonnes;806368.0
356;Albania;Oilcrops;Production;tonnes;109987.0
365;Albania;Pulses, Total;Production;tonnes;24120.0
368;Albania;Roots and Tubers, Total;Production;tonnes;249804.0
371;Albania;Treenuts, Total;Production;tonnes;13947.0
374;Albania;Vegetables Primary;Production;tonnes;856453.0
377;Algeria;Almonds, with shell;Production;tonnes;61934.0
380;Algeria;Apples;Production;tonnes;494239.0
383;Algeria;Apricots;Production;tonnes;256890.0
386;Algeria;Artichokes;Production;tonnes;108560.0
389;Algeria;Bananas;Production;tonnes;315.0
392;Algeria;Barley;Production;tonnes;969696.0
395;Algeria;Beans, dry;Production;tonnes;1480.0
398;Algeria;Beans, green;Production;tonnes;98003.0
401;Algeria;Broad beans, horse beans, dry;Production;tonnes;46856.0
404;Algeria;Cabbages and other brassicas;Production;tonnes;91942.0
407;Algeria;Carobs;Production;tonnes;4042.0
410;Algeria;Carrots and turnips;Production;tonnes;406374.0
413;Algeria;Cauliflowers and broccoli;Production;tonnes;175060.0
416;Algeria;Cherries;Production;tonnes;9193.0
419;Algeria;Chick peas;Production;tonnes;29371.0
422;Algeria;Chillies and peppers, dry;Production;tonnes;15000.0
425;Algeria;Chillies and peppers, green;Production;tonnes;614922.0
426;Algeria;Cotton lint;Production;tonnes;26.0
427;Algeria;Cottonseed;Production;tonnes;52.0
430;Algeria;Cucumbers and gherkins;Production;tonnes;171610.0
433;Algeria;Dates;Production;tonnes;1058559.0
436;Algeria;Eggplants (aubergines);Production;tonnes;155878.0
439;Algeria;Figs;Production;tonnes;128684.0
442;Algeria;Fruit, citrus nes;Production;tonnes;612.0
445;Algeria;Fruit, fresh nes;Production;tonnes;120706.0
448;Algeria;Fruit, stone nes;Production;tonnes;29395.0
453;Algeria;Garlic;Production;tonnes;123475.0
456;Algeria;Grapefruit (inc. pomelos);Production;tonnes;1897.0
459;Algeria;Grapes;Production;tonnes;566579.0
462;Algeria;Groundnuts, with shell;Production;tonnes;10171.0
465;Algeria;Lemons and limes;Production;tonnes;77757.0
468;Algeria;Lentils;Production;tonnes;19139.0
471;Algeria;Maize;Production;tonnes;2634.0
472;Algeria;Mushrooms and truffles;Production;tonnes;1956.0
475;Algeria;Oats;Production;tonnes;64018.0
478;Algeria;Olives;Production;tonnes;684461.0
481;Algeria;Onions, dry;Production;tonnes;1420310.0
484;Algeria;Onions, shallots, green;Production;tonnes;358.0
487;Algeria;Oranges;Production;tonnes;1013951.0
490;Algeria;Peaches and nectarines;Production;tonnes;198324.0
493;Algeria;Pears;Production;tonnes;236982.0
496;Algeria;Peas, dry;Production;tonnes;9923.0
499;Algeria;Peas, green;Production;tonnes;131414.0
502;Algeria;Plums and sloes;Production;tonnes;111797.0
505;Algeria;Potatoes;Production;tonnes;4606402.0
508;Algeria;Pulses nes;Production;tonnes;482.0
511;Algeria;Pumpkins, squash and gourds;Production;tonnes;307861.0
514;Algeria;Quinces;Production;tonnes;12400.0
517;Algeria;Rapeseed;Production;tonnes;22950.0
520;Algeria;Rice, paddy;Production;tonnes;313.0
523;Algeria;Seed cotton;Production;tonnes;80.0
526;Algeria;Sorghum;Production;tonnes;4973.0
534;Algeria;Sunflower seed;Production;tonnes;86.0
537;Algeria;Tangerines, mandarins, clementines, satsumas;Production;tonnes;250669.0
540;Algeria;Tobacco, unmanufactured;Production;tonnes;10292.0
543;Algeria;Tomatoes;Production;tonnes;1286286.0
546;Algeria;Triticale;Production;tonnes;35.0
549;Algeria;Vegetables, fresh nes;Production;tonnes;1142304.0
552;Algeria;Vegetables, leguminous nes;Production;tonnes;288620.0
555;Algeria;Vetches;Production;tonnes;75.0
558;Algeria;Watermelons;Production;tonnes;1891274.0
561;Algeria;Wheat;Production;tonnes;2436503.0
564;Algeria;Cereals (Rice Milled Eqv);Production;tonnes;3478068.0
567;Algeria;Cereals, Total;Production;tonnes;3478172.0
570;Algeria;Citrus Fruit, Total;Production;tonnes;1344886.0
573;Algeria;Coarse Grain, Total;Production;tonnes;1041356.0
579;Algeria;Fruit Primary;Production;tonnes;6464265.0
582;Algeria;Oilcrops;Production;tonnes;717720.0
591;Algeria;Pulses, Total;Production;tonnes;107326.0
594;Algeria;Roots and Tubers, Total;Production;tonnes;4606402.0
597;Algeria;Treenuts, Total;Production;tonnes;61934.0
600;Algeria;Vegetables Primary;Production;tonnes;6524933.0
603;American Samoa;Bananas;Production;tonnes;842.0
606;American Samoa;Beans, green;Production;tonnes;108.0
609;American Samoa;Cabbages and other brassicas;Production;tonnes;205.0
612;American Samoa;Cassava;Production;tonnes;74.0
615;American Samoa;Cocoa, beans;Production;tonnes;1.0
618;American Samoa;Coconuts;Production;tonnes;7242.0
621;American Samoa;Cucumbers and gherkins;Production;tonnes;301.0
624;American Samoa;Eggplants (aubergines);Production;tonnes;155.0
625;American Samoa;Fruit, citrus nes;Production;tonnes;32.0
631;American Samoa;Maize, green;Production;tonnes;35.0
634;American Samoa;Melons, other (inc.cantaloupes);Production;tonnes;37.0
637;American Samoa;Onions, shallots, green;Production;tonnes;21.0
638;American Samoa;Pineapples;Production;tonnes;614.0
641;American Samoa;Sugar cane;Production;tonnes;30.0
644;American Samoa;Taro (cocoyam);Production;tonnes;10263.0
650;American Samoa;Tomatoes;Production;tonnes;71.0
653;American Samoa;Vegetables, fresh nes;Production;tonnes;163.0
656;American Samoa;Yams;Production;tonnes;1083.0
657;American Samoa;Citrus Fruit, Total;Production;tonnes;32.0
660;American Samoa;Fruit Primary;Production;tonnes;1525.0
663;American Samoa;Oilcrops;Production;tonnes;7242.0
672;American Samoa;Roots and Tubers, Total;Production;tonnes;11421.0
675;American Samoa;Vegetables Primary;Production;tonnes;1060.0
678;Angola;Bananas;Production;tonnes;4093281.0
681;Angola;Bastfibres, other;Production;tonnes;830.0
684;Angola;Beans, dry;Production;tonnes;300791.0
687;Angola;Cabbages and other brassicas;Production;tonnes;353285.0
690;Angola;Cashew nuts, with shell;Production;tonnes;2120.0
693;Angola;Cassava;Production;tonnes;8404385.0
696;Angola;Castor oil seed;Production;tonnes;4095.0
699;Angola;Cocoa, beans;Production;tonnes;472.0
702;Angola;Coffee, green;Production;tonnes;15114.0
703;Angola;Cotton lint;Production;tonnes;914.0
704;Angola;Cottonseed;Production;tonnes;3200.0
709;Angola;Fruit, citrus nes;Production;tonnes;308690.0
712;Angola;Fruit, fresh nes;Production;tonnes;39013.0
715;Angola;Groundnuts, with shell;Production;tonnes;156109.0
718;Angola;Maize;Production;tonnes;2680000.0
721;Angola;Millet;Production;tonnes;70000.0
724;Angola;Oil palm fruit;Production;tonnes;280453.0
725;Angola;Oil, palm;Production;tonnes;51000.0
728;Angola;Onions, shallots, green;Production;tonnes;28969.0
729;Angola;Palm kernels;Production;tonnes;22440.0
732;Angola;Pineapples;Production;tonnes;598036.0
735;Angola;Potatoes;Production;tonnes;808721.0
738;Angola;Rice, paddy;Production;tonnes;63000.0
741;Angola;Seed cotton;Production;tonnes;5500.0
744;Angola;Sesame seed;Production;tonnes;3204.0
747;Angola;Sisal;Production;tonnes;530.0
750;Angola;Sorghum;Production;tonnes;75000.0
753;Angola;Soybeans;Production;tonnes;13857.0
756;Angola;Sugar cane;Production;tonnes;563270.0
759;Angola;Sunflower seed;Production;tonnes;12021.0
762;Angola;Sweet potatoes;Production;tonnes;1303236.0
765;Angola;Tobacco, unmanufactured;Production;tonnes;2928.0
768;Angola;Tomatoes;Production;tonnes;16681.0
771;Angola;Vegetables, fresh nes;Production;tonnes;403038.0
774;Angola;Wheat;Production;tonnes;2827.0
777;Angola;Cereals (Rice Milled Eqv);Production;tonnes;2869848.0
780;Angola;Cereals, Total;Production;tonnes;2890827.0
783;Angola;Citrus Fruit, Total;Production;tonnes;308690.0
786;Angola;Coarse Grain, Total;Production;tonnes;2825000.0
792;Angola;Fruit Primary;Production;tonnes;5039020.0
795;Angola;Oilcrops;Production;tonnes;265927.0
804;Angola;Pulses, Total;Production;tonnes;300791.0
807;Angola;Roots and Tubers, Total;Production;tonnes;10516341.0
810;Angola;Treenuts, Total;Production;tonnes;2120.0
813;Angola;Vegetables Primary;Production;tonnes;801972.0
816;Antigua and Barbuda;Bananas;Production;tonnes;266.0
819;Antigua and Barbuda;Beans, green;Production;tonnes;101.0
822;Antigua and Barbuda;Cabbages and other brassicas;Production;tonnes;128.0
825;Antigua and Barbuda;Carrots and turnips;Production;tonnes;299.0
828;Antigua and Barbuda;Cassava;Production;tonnes;134.0
831;Antigua and Barbuda;Chillies and peppers, green;Production;tonnes;100.0
832;Antigua and Barbuda;Cotton lint;Production;tonnes;30.0
833;Antigua and Barbuda;Cottonseed;Production;tonnes;65.0
836;Antigua and Barbuda;Cucumbers and gherkins;Production;tonnes;80.0
839;Antigua and Barbuda;Eggplants (aubergines);Production;tonnes;410.0
842;Antigua and Barbuda;Fruit, tropical fresh nes;Production;tonnes;6936.0
845;Antigua and Barbuda;Lemons and limes;Production;tonnes;442.0
848;Antigua and Barbuda;Maize;Production;tonnes;74.0
851;Antigua and Barbuda;Mangoes, mangosteens, guavas;Production;tonnes;1404.0
854;Antigua and Barbuda;Melons, other (inc.cantaloupes);Production;tonnes;1100.0
857;Antigua and Barbuda;Onions, dry;Production;tonnes;316.0
860;Antigua and Barbuda;Pineapples;Production;tonnes;443.0
863;Antigua and Barbuda;Pumpkins, squash and gourds;Production;tonnes;361.0
866;Antigua and Barbuda;Seed cotton;Production;tonnes;105.0
872;Antigua and Barbuda;Sweet potatoes;Production;tonnes;273.0
875;Antigua and Barbuda;Taro (cocoyam);Production;tonnes;40.0
878;Antigua and Barbuda;Tomatoes;Production;tonnes;501.0
881;Antigua and Barbuda;Vegetables, fresh nes;Production;tonnes;200.0
884;Antigua and Barbuda;Yams;Production;tonnes;142.0
887;Antigua and Barbuda;Cereals (Rice Milled Eqv);Production;tonnes;74.0
890;Antigua and Barbuda;Cereals, Total;Production;tonnes;74.0
893;Antigua and Barbuda;Citrus Fruit, Total;Production;tonnes;442.0
896;Antigua and Barbuda;Coarse Grain, Total;Production;tonnes;74.0
902;Antigua and Barbuda;Fruit Primary;Production;tonnes;10592.0
903;Antigua and Barbuda;Oilcrops;Production;tonnes;65.0
912;Antigua and Barbuda;Roots and Tubers, Total;Production;tonnes;588.0
915;Antigua and Barbuda;Vegetables Primary;Production;tonnes;2495.0
918;Argentina;Almonds, with shell;Production;tonnes;777.0
921;Argentina;Anise, badian, fennel, coriander;Production;tonnes;3033.0
924;Argentina;Apples;Production;tonnes;458908.0
927;Argentina;Apricots;Production;tonnes;26836.0
930;Argentina;Artichokes;Production;tonnes;109263.0
933;Argentina;Asparagus;Production;tonnes;11514.0
936;Argentina;Avocados;Production;tonnes;4125.0
939;Argentina;Bananas;Production;tonnes;174615.0
942;Argentina;Barley;Production;tonnes;3741158.0
945;Argentina;Beans, dry;Production;tonnes;413605.0
948;Argentina;Beans, green;Production;tonnes;3213.0
951;Argentina;Broad beans, horse beans, dry;Production;tonnes;16505.0
954;Argentina;Canary seed;Production;tonnes;44354.0
957;Argentina;Carrots and turnips;Production;tonnes;293950.0
960;Argentina;Cassava;Production;tonnes;192951.0
966;Argentina;Cereals nes;Production;tonnes;15799.0
969;Argentina;Cherries;Production;tonnes;7246.0
972;Argentina;Chick peas;Production;tonnes;53278.0
975;Argentina;Chillies and peppers, dry;Production;tonnes;3178.0
978;Argentina;Chillies and peppers, green;Production;tonnes;150979.0
979;Argentina;Cotton lint;Production;tonnes;260000.0
980;Argentina;Cottonseed;Production;tonnes;310000.0
983;Argentina;Fibre crops nes;Production;tonnes;1420.0
986;Argentina;Figs;Production;tonnes;866.0
989;Argentina;Flax fibre and tow;Production;tonnes;2640.0
992;Argentina;Garlic;Production;tonnes;147582.0
995;Argentina;Grapefruit (inc. pomelos);Production;tonnes;112000.0
998;Argentina;Grapes;Production;tonnes;1965206.0
1001;Argentina;Groundnuts, with shell;Production;tonnes;1031082.0
1004;Argentina;Hops;Production;tonnes;476.0
1007;Argentina;Lemons and limes;Production;tonnes;1676000.0
1010;Argentina;Lentils;Production;tonnes;2365.0
1013;Argentina;Linseed;Production;tonnes;13575.0
1016;Argentina;Lupins;Production;tonnes;170.0
1019;Argentina;Maize;Production;tonnes;49475895.0
1022;Argentina;Mangoes, mangosteens, guavas;Production;tonnes;2195.0
1025;Argentina;Maté;Production;tonnes;291309.0
1028;Argentina;Melons, other (inc.cantaloupes);Production;tonnes;81718.0
1031;Argentina;Millet;Production;tonnes;5328.0
1034;Argentina;Oats;Production;tonnes;784981.0
1035;Argentina;Oilseeds nes;Production;tonnes;0.0
1038;Argentina;Olives;Production;tonnes;174109.0
1041;Argentina;Onions, dry;Production;tonnes;666173.0
1044;Argentina;Oranges;Production;tonnes;1025000.0
1047;Argentina;Papayas;Production;tonnes;2179.0
1050;Argentina;Peaches and nectarines;Production;tonnes;89705.0
1053;Argentina;Pears;Production;tonnes;517754.0
1056;Argentina;Peas, dry;Production;tonnes;64429.0
1059;Argentina;Peas, green;Production;tonnes;28676.0
1060;Argentina;Peppermint;Production;tonnes;7064.0
1063;Argentina;Pineapples;Production;tonnes;3303.0
1066;Argentina;Plums and sloes;Production;tonnes;39110.0
1069;Argentina;Potatoes;Production;tonnes;2491705.0
1072;Argentina;Pumpkins, squash and gourds;Production;tonnes;269473.0
1075;Argentina;Quinces;Production;tonnes;28309.0
1078;Argentina;Rapeseed;Production;tonnes;49840.0
1081;Argentina;Rice, paddy;Production;tonnes;1328340.0
1084;Argentina;Rye;Production;tonnes;78810.0
1087;Argentina;Safflower seed;Production;tonnes;17584.0
1090;Argentina;Seed cotton;Production;tonnes;616160.0
1093;Argentina;Sorghum;Production;tonnes;2526931.0
1096;Argentina;Soybeans;Production;tonnes;54971626.0
1099;Argentina;Spices nes;Production;tonnes;1490.0
1102;Argentina;Strawberries;Production;tonnes;14588.0
1105;Argentina;String beans;Production;tonnes;48825.0
1108;Argentina;Sugar cane;Production;tonnes;19076893.0
1111;Argentina;Sunflower seed;Production;tonnes;3546707.0
1114;Argentina;Sweet potatoes;Production;tonnes;337719.0
1117;Argentina;Tangerines, mandarins, clementines, satsumas;Production;tonnes;459000.0
1120;Argentina;Tea;Production;tonnes;81476.0
1123;Argentina;Tobacco, unmanufactured;Production;tonnes;117154.0
1126;Argentina;Tomatoes;Production;tonnes;655861.0
1129;Argentina;Tung nuts;Production;tonnes;5877.0
1132;Argentina;Vegetables, fresh nes;Production;tonnes;936196.0
1135;Argentina;Walnuts, with shell;Production;tonnes;18412.0
1138;Argentina;Watermelons;Production;tonnes;126482.0
1141;Argentina;Wheat;Production;tonnes;18395106.0
1144;Argentina;Cereals (Rice Milled Eqv);Production;tonnes;75954364.0
1147;Argentina;Cereals, Total;Production;tonnes;76396702.0
1150;Argentina;Citrus Fruit, Total;Production;tonnes;3272000.0
1153;Argentina;Coarse Grain, Total;Production;tonnes;56673256.0
1159;Argentina;Fruit Primary;Production;tonnes;6815144.0
1162;Argentina;Oilcrops;Production;tonnes;60120400.0
1171;Argentina;Pulses, Total;Production;tonnes;550353.0
1174;Argentina;Roots and Tubers, Total;Production;tonnes;3022375.0
1177;Argentina;Treenuts, Total;Production;tonnes;19189.0
1180;Argentina;Vegetables Primary;Production;tonnes;3321705.0
1185;Armenia;Apples;Production;tonnes;116051.0
1188;Armenia;Apricots;Production;tonnes;87320.0
1191;Armenia;Barley;Production;tonnes;92930.0
1194;Armenia;Beans, dry;Production;tonnes;3672.0
1197;Armenia;Berries nes;Production;tonnes;16322.0
1200;Armenia;Cabbages and other brassicas;Production;tonnes;117085.0
1203;Armenia;Carrots and turnips;Production;tonnes;18848.0
1206;Armenia;Cauliflowers and broccoli;Production;tonnes;16780.0
1209;Armenia;Cereals nes;Production;tonnes;12076.0
1212;Armenia;Cherries;Production;tonnes;8414.0
1215;Armenia;Cherries, sour;Production;tonnes;4127.0
1220;Armenia;Cucumbers and gherkins;Production;tonnes;74336.0
1223;Armenia;Figs;Production;tonnes;909.0
1226;Armenia;Fruit, fresh nes;Production;tonnes;1200.0
1231;Armenia;Fruit, tropical fresh nes;Production;tonnes;3803.0
1234;Armenia;Garlic;Production;tonnes;12610.0
1237;Armenia;Grapes;Production;tonnes;209954.0
1240;Armenia;Hazelnuts, with shell;Production;tonnes;448.0
1243;Armenia;Lentils;Production;tonnes;96.0
1246;Armenia;Linseed;Production;tonnes;472.0
1249;Armenia;Maize;Production;tonnes;10413.0
1251;Armenia;Mushrooms and truffles;Production;tonnes;300.0
1254;Armenia;Oats;Production;tonnes;5854.0
1257;Armenia;Onions, dry;Production;tonnes;48907.0
1260;Armenia;Peaches and nectarines;Production;tonnes;73168.0
1263;Armenia;Pears;Production;tonnes;18175.0
1266;Armenia;Peas, dry;Production;tonnes;178.0
1269;Armenia;Peas, green;Production;tonnes;678.0
1272;Armenia;Plums and sloes;Production;tonnes;24016.0
1275;Armenia;Potatoes;Production;tonnes;547420.0
1278;Armenia;Pulses nes;Production;tonnes;497.0
1281;Armenia;Quinces;Production;tonnes;2122.0
1286;Armenia;Rye;Production;tonnes;328.0
1291;Armenia;Sugar beet;Production;tonnes;54130.0
1296;Armenia;Tobacco, unmanufactured;Production;tonnes;1087.0
1299;Armenia;Tomatoes;Production;tonnes;234228.0
1302;Armenia;Vegetables, fresh nes;Production;tonnes;288111.0
1307;Armenia;Walnuts, with shell;Production;tonnes;5262.0
1310;Armenia;Watermelons;Production;tonnes;215807.0
1313;Armenia;Wheat;Production;tonnes;176428.0
1316;Armenia;Cereals (Rice Milled Eqv);Production;tonnes;298029.0
1319;Armenia;Cereals, Total;Production;tonnes;298029.0
1322;Armenia;Coarse Grain, Total;Production;tonnes;121601.0
1327;Armenia;Fruit Primary;Production;tonnes;781388.0
1330;Armenia;Oilcrops;Production;tonnes;472.0
1339;Armenia;Pulses, Total;Production;tonnes;4443.0
1342;Armenia;Roots and Tubers, Total;Production;tonnes;547420.0
1345;Armenia;Treenuts, Total;Production;tonnes;5710.0
1348;Armenia;Vegetables Primary;Production;tonnes;811883.0
1351;Australia;Almonds, with shell;Production;tonnes;75373.0
1354;Australia;Anise, badian, fennel, coriander;Production;tonnes;1324.0
1357;Australia;Apples;Production;tonnes;313730.0
1360;Australia;Apricots;Production;tonnes;5351.0
1363;Australia;Asparagus;Production;tonnes;7472.0
1366;Australia;Avocados;Production;tonnes;56501.0
1369;Australia;Bananas;Production;tonnes;412972.0
1372;Australia;Barley;Production;tonnes;13505990.0
1375;Australia;Beans, dry;Production;tonnes;35396.0
1378;Australia;Beans, green;Production;tonnes;41373.0
1381;Australia;Berries nes;Production;tonnes;4425.0
1384;Australia;Blueberries;Production;tonnes;4757.0
1387;Australia;Broad beans, horse beans, dry;Production;tonnes;376035.0
1390;Australia;Cabbages and other brassicas;Production;tonnes;99102.0
1393;Australia;Canary seed;Production;tonnes;4868.0
1396;Australia;Carrots and turnips;Production;tonnes;283816.0
1399;Australia;Cauliflowers and broccoli;Production;tonnes;140657.0
1402;Australia;Cherries;Production;tonnes;11532.0
1405;Australia;Chick peas;Production;tonnes;2004000.0
1408;Australia;Chillies and peppers, green;Production;tonnes;38579.0
1409;Australia;Cotton lint;Production;tonnes;774488.0
1410;Australia;Cottonseed;Production;tonnes;1260000.0
1416;Australia;Cucumbers and gherkins;Production;tonnes;17609.0
1419;Australia;Currants;Production;tonnes;579.0
1425;Australia;Figs;Production;tonnes;78.0
1431;Australia;Fruit, citrus nes;Production;tonnes;1527.0
1436;Australia;Fruit, tropical fresh nes;Production;tonnes;7540.0
1439;Australia;Grapefruit (inc. pomelos);Production;tonnes;6988.0
1442;Australia;Grapes;Production;tonnes;1824431.0
1445;Australia;Groundnuts, with shell;Production;tonnes;16529.0
1448;Australia;Hops;Production;tonnes;749.0
1451;Australia;Kiwi fruit;Production;tonnes;2374.0
1454;Australia;Lemons and limes;Production;tonnes;37227.0
1457;Australia;Lentils;Production;tonnes;218604.0
1460;Australia;Lettuce and chicory;Production;tonnes;146262.0
1463;Australia;Linseed;Production;tonnes;6000.0
1466;Australia;Lupins;Production;tonnes;1031425.0
1469;Australia;Maize;Production;tonnes;436194.0
1472;Australia;Maize, green;Production;tonnes;102665.0
1475;Australia;Mangoes, mangosteens, guavas;Production;tonnes;43748.0
1478;Australia;Melons, other (inc.cantaloupes);Production;tonnes;263528.0
1481;Australia;Millet;Production;tonnes;35855.0
1484;Australia;Mushrooms and truffles;Production;tonnes;46326.0
1490;Australia;Nuts nes;Production;tonnes;46165.0
1493;Australia;Oats;Production;tonnes;2265503.0
1496;Australia;Olives;Production;tonnes;122570.0
1499;Australia;Onions, dry;Production;tonnes;263236.0
1502;Australia;Oranges;Production;tonnes;332321.0
1505;Australia;Papayas;Production;tonnes;6385.0
1508;Australia;Peaches and nectarines;Production;tonnes;82659.0
1511;Australia;Pears;Production;tonnes;96741.0
1514;Australia;Peas, dry;Production;tonnes;415186.0
1517;Australia;Peas, green;Production;tonnes;20574.0
1520;Australia;Persimmons;Production;tonnes;715.0
1523;Australia;Pineapples;Production;tonnes;85922.0
1526;Australia;Pistachios;Production;tonnes;1495.0
1529;Australia;Plums and sloes;Production;tonnes;17561.0
1532;Australia;Potatoes;Production;tonnes;1105194.0
1535;Australia;Pulses nes;Production;tonnes;36880.0
