,Area,Item,Element,Unit,Y2017
160847,Namibia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,62.17
160848,Namibia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,62.56
162141,Nepal,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2866.0
162142,Nepal,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,73.7
162143,Nepal,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,60.77
164019,Netherlands,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3249.0
164020,Netherlands,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,104.62
164021,Netherlands,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,129.51
165384,New Caledonia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2752.0
165385,New Caledonia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,82.77
165386,New Caledonia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,119.27
166721,New Zealand,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3156.0
166722,New Zealand,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,90.95
166723,New Zealand,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,116.41
168096,Nicaragua,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2629.0
168097,Nicaragua,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,66.15
168098,Nicaragua,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,63.51
169427,Niger,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2579.0
169428,Niger,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,81.89
169429,Niger,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,51.75
171297,Nigeria,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2464.0
171298,Nigeria,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,55.92
171299,Nigeria,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,49.52
173195,North Macedonia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3000.0
173196,North Macedonia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,80.68
173197,North Macedonia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,103.36
174507,Norway,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3385.0
174508,Norway,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,110.16
174509,Norway,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,147.96
175860,Oman,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2931.0
175861,Oman,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,85.14
175862,Oman,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,76.96
177144,Pakistan,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2326.0
177145,Pakistan,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,66.25
177146,Pakistan,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,73.36
179045,Panama,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2839.0
179046,Panama,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,79.48
179047,Panama,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,79.5
180388,Paraguay,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2740.0
180389,Paraguay,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,72.02
180390,Paraguay,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,91.85
181654,Peru,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2769.0
181655,Peru,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,78.42
181656,Peru,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,49.75
183567,Philippines,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2674.0
183568,Philippines,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,62.68
183569,Philippines,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,54.53
185457,Poland,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3525.0
185458,Poland,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,103.08
185459,Poland,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,128.84
186843,Portugal,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3492.0
186844,Portugal,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,114.49
186845,Portugal,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,145.12
188235,Republic of Korea,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3369.0
188236,Republic of Korea,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,97.02
188237,Republic of Korea,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,107.59
189629,Republic of Moldova,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2395.0
189630,Republic of Moldova,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,63.36
189631,Republic of Moldova,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,68.63
190886,Romania,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3525.0
190887,Romania,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,106.73
190888,Romania,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,122.84
192259,Russian Federation,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3362.0
192260,Russian Federation,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,101.86
192261,Russian Federation,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,109.93
193635,Rwanda,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2215.0
193636,Rwanda,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,59.24
193637,Rwanda,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,27.49
195498,Saint Kitts and Nevis,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2515.0
195499,Saint Kitts and Nevis,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,76.97
195500,Saint Kitts and Nevis,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,97.33
196758,Saint Lucia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2661.0
196759,Saint Lucia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,86.45
196760,Saint Lucia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,82.87
198104,Saint Vincent and the Grenadines,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2960.0
198105,Saint Vincent and the Grenadines,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,89.42
198106,Saint Vincent and the Grenadines,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,79.71
199410,Samoa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2974.0
199411,Samoa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,85.75
199412,Samoa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,139.18
200686,Sao Tome and Principe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2418.0
200687,Sao Tome and Principe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,52.05
200688,Sao Tome and Principe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,74.5
201843,Saudi Arabia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3194.0
201844,Saudi Arabia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,87.54
201845,Saudi Arabia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,103.12
203165,Senegal,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2612.0
203166,Senegal,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,60.62
203167,Senegal,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,73.65
205070,Serbia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2805.0
205071,Serbia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,82.5
205072,Serbia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,83.91
206367,Sierra Leone,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2449.0
206368,Sierra Leone,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,55.68
206369,Sierra Leone,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,53.64
207682,Slovakia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2769.0
207683,Slovakia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,62.72
207684,Slovakia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,158.73
209022,Slovenia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3195.0
209023,Slovenia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,98.39
209024,Slovenia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,120.49
210363,Solomon Islands,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2411.0
210364,Solomon Islands,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,53.66
210365,Solomon Islands,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,50.96
211573,South Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2994.0
211574,South Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,83.41
211575,South Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,81.95
213090,Spain,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3270.0
213091,Spain,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,107.11
213092,Spain,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,149.34
214534,Sri Lanka,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2613.0
214535,Sri Lanka,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,64.38
214536,Sri Lanka,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,50.07
216421,Sudan,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2433.0
216422,Sudan,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,67.88
216423,Sudan,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,68.16
217824,Suriname,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2693.0
217825,Suriname,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,60.26
217826,Suriname,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,77.08
219063,Sweden,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3219.0
219064,Sweden,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,107.21
219065,Sweden,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,135.0
220425,Switzerland,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3413.0
220426,Switzerland,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,95.58
220427,Switzerland,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,149.45
221766,Tajikistan,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2104.0
221767,Tajikistan,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,55.39
221768,Tajikistan,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,57.48
223519,Thailand,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2827.0
223520,Thailand,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,61.0
223521,Thailand,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,64.22
225404,Timor-Leste,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2140.0
225405,Timor-Leste,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,57.73
225406,Timor-Leste,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,44.98
226465,Togo,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2429.0
226466,Togo,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,57.32
226467,Togo,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,56.06
227728,Trinidad and Tobago,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3043.0
227729,Trinidad and Tobago,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,84.65
227730,Trinidad and Tobago,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,88.93
229123,Tunisia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3467.0
229124,Tunisia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,98.98
229125,Tunisia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,98.33
230435,Turkey,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3540.0
230436,Turkey,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,101.23
230437,Turkey,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,126.04
231818,Turkmenistan,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2871.0
231819,Turkmenistan,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,92.85
231820,Turkmenistan,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,86.33
232942,Uganda,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2144.0
232943,Uganda,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,52.35
232944,Uganda,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,44.67
234491,Ukraine,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3035.0
234492,Ukraine,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,86.19
234493,Ukraine,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,79.45
235814,United Arab Emirates,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3366.0
235815,United Arab Emirates,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,107.35
235816,United Arab Emirates,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,89.43
237144,United Kingdom,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3428.0
237145,United Kingdom,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,104.05
237146,United Kingdom,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,141.03
238509,United Republic of Tanzania,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2396.0
238510,United Republic of Tanzania,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,59.78
238511,United Republic of Tanzania,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,53.75
240075,United States of America,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3766.0
240076,United States of America,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,113.73
240077,United States of America,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,167.21
241527,Uruguay,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3153.0
241528,Uruguay,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,84.43
241529,Uruguay,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,109.73
242842,Uzbekistan,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3022.0
242843,Uzbekistan,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,93.54
242844,Uzbekistan,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,83.19
244648,Vanuatu,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2623.0
244649,Vanuatu,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,63.73
244650,Vanuatu,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,98.31
245842,Venezuela (Bolivarian Republic of),Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2247.0
245843,Venezuela (Bolivarian Republic of),Grand Total,Protein supply quantity (g/capita/day),g/capita/day,56.28
245844,Venezuela (Bolivarian Republic of),Grand Total,Fat supply quantity (g/capita/day),g/capita/day,64.84
247717,Viet Nam,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2938.0
247718,Viet Nam,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,90.03
247719,Viet Nam,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,78.46
249588,Yemen,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2063.0
249589,Yemen,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,53.23
249590,Yemen,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,38.98
251459,Zambia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2013.0
251460,Zambia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,59.09
251461,Zambia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,44.68
253326,Zimbabwe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2173.0
253327,Zimbabwe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,51.21
253328,Zimbabwe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,57.04
255152,World,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2917.0
255153,World,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,82.84
255154,World,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,84.19
257112,Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2598.0
257113,Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,67.84
257114,Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,52.89
259043,Eastern Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2247.0
259044,Eastern Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,59.09
259045,Eastern Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,39.42
260964,Middle Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2336.0
260965,Middle Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,62.09
260966,Middle Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,51.92
262878,Northern Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3182.0
262879,Northern Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,90.97
262880,Northern Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,66.89
264517,Southern Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2918.0
264518,Southern Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,80.99
264519,Southern Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,78.74
266104,Western Africa,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2593.0
266105,Western Africa,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,61.44
266106,Western Africa,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,53.49
268030,Americas,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3299.0
268031,Americas,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,94.56
268032,Americas,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,123.21
269984,Northern America,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3739.0
269985,Northern America,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,112.46
269986,Northern America,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,165.79
271486,Central America,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3089.0
271487,Central America,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,87.09
271488,Central America,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,92.15
273398,Caribbean,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2812.0
273399,Caribbean,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,69.85
273400,Caribbean,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,75.04
275321,South America,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3052.0
275322,South America,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,84.48
275323,South America,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,103.73
277266,Asia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2831.0
277267,Asia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,80.57
277268,Asia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,74.97
279214,Central Asia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2919.0
279215,Central Asia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,88.36
279216,Central Asia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,90.42
281102,Eastern Asia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3142.0
281103,Eastern Asia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,99.29
281104,Eastern Asia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,96.21
283040,Southern Asia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2525.0
283041,Southern Asia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,65.86
283042,Southern Asia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,57.09
284970,South-Eastern Asia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2831.0
284971,South-Eastern Asia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,72.6
284972,South-Eastern Asia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,62.73
286901,Western Asia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3047.0
286902,Western Asia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,84.91
286903,Western Asia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,95.69
288831,Europe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3389.0
288832,Europe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,102.46
288833,Europe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,131.92
290581,Eastern Europe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3299.0
290582,Eastern Europe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,97.0
290583,Eastern Europe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,111.69
292137,Northern Europe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3405.0
292138,Northern Europe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,106.58
292139,Northern Europe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,138.61
293755,Southern Europe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3358.0
293756,Southern Europe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,104.99
293757,Southern Europe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,142.06
295345,Western Europe,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3542.0
295346,Western Europe,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,106.53
295347,Western Europe,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,151.03
296886,Oceania,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3242.0
296887,Oceania,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,102.59
296888,Oceania,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,143.42
298536,Australia and New Zealand,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3286.0
298537,Australia and New Zealand,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,105.35
298538,Australia and New Zealand,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,147.89
300022,Melanesia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2708.0
300023,Melanesia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,67.5
300024,Melanesia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,85.33
301528,Micronesia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3056.0
301529,Micronesia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,73.91
301530,Micronesia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,103.78
302642,Polynesia,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2945.0
302643,Polynesia,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,92.9
302644,Polynesia,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,131.05
304065,European Union,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,3448.0
304066,European Union,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,104.84
304067,European Union,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,144.21
305818,Least Developed Countries,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2425.0
305819,Least Developed Countries,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,63.63
305820,Least Developed Countries,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,45.97
307746,Land Locked Developing Countries,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2474.0
307747,Land Locked Developing Countries,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,69.92
307748,Land Locked Developing Countries,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,52.27
309673,Small Island Developing States,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2767.0
309674,Small Island Developing States,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,69.4
309675,Small Island Developing States,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,75.09
311602,Low Income Food Deficit Countries,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2502.0
311603,Low Income Food Deficit Countries,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,65.21
311604,Low Income Food Deficit Countries,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,53.31
313531,Net Food Importing Developing Countries,Grand Total,Food supply (kcal/capita/day),kcal/capita/day,2521.0
313532,Net Food Importing Developing Countries,Grand Total,Protein supply quantity (g/capita/day),g/capita/day,67.8
313533,Net Food Importing Developing Countries,Grand Total,Fat supply quantity (g/capita/day),g/capita/day,53.82
